lesson_id,lesson_title,record_id,record_type,section,source_pdf,source_page,source_page_range,teaching_order,chinese_simplified,pinyin,vietnamese,word_type_vi,raw_source_text,classroom_visibility,teacher_review_status,approved,notes_for_review,generated_at
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,V011,vocabulary,Từ vựng,work/pdf-pages/,20,19-20,11,女,nǚ,"nữ, phụ nữ",danh từ,"女 (名) nǚ (nữ) female; woman nữ, phụ nữ",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,V012,vocabulary,Từ vựng,work/pdf-pages/,20,19-20,12,马,mǎ,con ngựa,danh từ,马 (名) mǎ (mã) horse con ngựa,student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,T001,text,Bài đọc,work/pdf-pages/,19,19,13,"你好
你好","nǐ hǎo
nǐ hǎo","Xin chào
Xin chào",,课文 Kèwén Text Bài đọc: 你好 / 你好,student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E001,exercise,Bài tập,work/pdf-pages/,28,28-30,14,声调练习,shēngdiào liànxí,Luyện thanh điệu,,"声调 Tones Thanh điệu: yi yi yi yi, wu wu wu wu, ba ba ba ba, da da da da, bu bu bu bu, nü nü nü nü, kou kou kou kou, bai bai bai bai, hei hei hei hei, ma ma ma ma, ni ni ni ni, hao hao hao hao",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E002,exercise,Bài tập,work/pdf-pages/,28,28-30,15,变调练习,biàndiào liànxí,Luyện biến điệu,,"变调 Modulations of tones Biến điệu: ni hao, meihuo, wu bai, Beihai, gei ni, yufa, keyi, fudao",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E003,exercise,Bài tập,work/pdf-pages/,28,28-30,16,辨别声母,biànbié shēngmǔ,Phân biệt thanh mẫu,,"辨别声母 Identify the initials Phân biệt thanh mẫu: ba pa da ta ga ka, bu pu du tu gu ku, bai pai dai tai gai kai, bao pao dou tou gao kao",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E004,exercise,Bài tập,work/pdf-pages/,29,28-30,17,辨别韵母,biànbié yùnmǔ,Phân biệt vận mẫu,,"辨别韵母 Identify the finals Phân biệt vận mẫu: ba bo he fo, pa po ne mo, ma mo de bo, fa fo ke po, bai bei pao pou, mai mei hao hou, gai gei kao kou, hai hei gao gou",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E005,exercise,Bài tập,work/pdf-pages/,29,28-30,18,辨音辨调,biànyīn biàndiào,"Phân biệt âm, thanh điệu",,"辨音辨调 Pronunciations and tones Phân biệt âm, thanh điệu: ba pa da ta hé fó gé ke, bí pí dé te hou fou gu kù, bu pu dì tì héi féi gui kūi, bǒi pǒi du tú hù fu géi kéi, béi péi dai tai ha fa gǒu kǒu",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E006,exercise,Bài tập,work/pdf-pages/,29,28-30,19,认读,rèndú,Nhận mặt chữ và đọc,,"认读 Read and learn Nhận mặt chữ và đọc: yi hao, ba hao, ni hao, bu hao, da ma, bai ma, ditu, yitu, daitou, toitou, da lou, ta lou, kefu, keku, da yu, da yi, yufa, lifa, meihao, mai lai — 一 八 大 不 五 口 白 女 马 你 好",student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
lesson-01,第一课 · 你好 · Bài 1 · Xin chào,E007,exercise,Bài tập,work/pdf-pages/,30,28-30,20,写汉字,xiě hànzì,Tập viết chữ Hán,,写汉字 Learn to write Tập viết chữ Hán: 一 八 大 不 五 口 白 女 马 你 好,student_visible,approved,TRUE,,2026-05-21T08:10:27+00:00
