lesson_id,lesson_number,lesson_title,source_file,item_type,field,status,value,detail
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,verified_category,audio_content_mapping_confirmed_by_user,verified,,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,将旧lesson-03.json中的外部路径排除，使用项目当前PDF、音频和索引路径。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,按教材印刷页32–45与PDF页43–56建立页码映射。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,保留四笔印刷内容／阅读文本；音频对话正文不在扫描页中，暂不臆写。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,修正 S03-012、S03-013 的 section 标签、教材页码、PDF页码和音频引用。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,将 E03-025 的印刷题干与来源备注分离。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,记录四项页面图像确认的词语：一干二净、礁石 jiāoshí、雾霾 wùmái、再说 zàishuō。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,correction_applied,,applied,,按 Adam 确认记录 11 段音频内容与教材 mapping 正确；不生成音频逐字转写。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,unresolved_item,,unresolved,,逐页完成阅读文本、词语拼音、标点和填空线的文字忠实度复核。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,unresolved_item,,unresolved,,本包不生成音频逐字转写；如后续教师手册需要逐字稿，另行建立并人工听核。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,unresolved_item,,unresolved,,教材未提供答案的开放题不生成唯一答案。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,unresolved_item,,unresolved,,等待Adam对来源内容的更正或批准。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,pdf_pages,recorded,148,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,review_pdf_pages,recorded,14,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,ocr_pages_present,recorded,14,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,page_images_present,recorded,14,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,audio_files_present,recorded,11,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,audio_decode_pass,recorded,11/11,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,audio_total_duration_seconds,recorded,1236.637,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,audio_content_mapping_status,recorded,confirmed_by_user,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,file_check,qr_payload_decoded,recorded,True,
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,answer_policy,answer_policy,recorded,,扫描教材未提供完整答案；来源审核阶段只记录题干、教材明确示例与音频对应，不补写唯一标准答案。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,uncertainty,audio_content,confirmed_by_user,,Adam已确认11段MP3的实际内容与教材音频标签、页码和区段 mapping 正确；本包不生成逐字转写。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,uncertainty,full_text_fidelity,pending_review,,项目OCR已复制至本课目录；页面图像为最终依据，部分逐字稿、拼音和填空线仍需人工校正。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,uncertainty,dialogue_transcripts,pending_review,,教材仅印出音频题目，没有印出对话正文；不把题目反推为对话全文。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,uncertainty,answers,not_provided_in_source,,扫描教材未提供完整答案，不生成标准答案。
boya-intermediate-i-lesson-03,3,宜居之地,work/boya-intermediate/extractions/structured-lesson-03.json,uncertainty,translation,not_started,,来源批准前不进行越南文翻译。
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,source_qa,status,pending,,PDF页面图像、OCR、教材索引和文件级音频检查
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,lesson_boundary,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,page_mapping,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,section_inventory,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,vocabulary_first_pass,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,printed_exercise_inventory,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,audio_file_inventory,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,verified_category,audio_decode,verified,,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,unresolved_item,,unresolved,,词语、拼音、标点和阅读文本需逐页以页面图像复核
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,unresolved_item,,unresolved,,Adam已确认12段音档正确；本包不生成逐字转写，代理未进行语义听核
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,unresolved_item,,unresolved,,教材未提供完整答案，开放题不生成唯一答案
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,unresolved_item,,unresolved,,等待Adam来源批准
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,pdf_pages,recorded,148,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,review_pdf_pages,recorded,17,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,ocr_pages_present,recorded,17,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,page_images_present,recorded,17,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,audio_files_present,recorded,12,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,audio_decode_pass,recorded,12/12,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,audio_total_duration_seconds,recorded,1323.520065,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,file_check,qr_payload_decoded,recorded,True,
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,answer_policy,answer_policy,recorded,,只记录教材印出的题干、阅读内容和答案状态；教材未提供的答案不自行补写唯一标准答案。
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,uncertainty,full_text_fidelity,pending_review,,OCR存在错字、丢失声调和标点差异，页面图像为最终依据。
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,uncertainty,audio_content,confirmed_by_user,,Adam已确认12段音档正确；12个MP3均存在且可解码；本包不生成逐字转写，代理未进行语义听核。
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,uncertainty,dialogue_transcripts,pending_review,,听对话类内容只有题目和音频编号，未把题目反推为对话全文。
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,uncertainty,answers,not_provided_in_source,,扫描教材未提供完整答案，不生成标准答案。
boya-intermediate-i-lesson-04,4,地球人的担忧,work/boya-intermediate/extractions/structured-lesson-04.json,uncertainty,translation,not_started,,来源批准前不进行翻译或教学重组。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,source_qa,status,pending QA,,当前 PDF、OCR 页面、PDF 重新渲染页图、教材索引、QR 检测记录和文件级音频检查；页面版面已抽查并完成 16/16 页图字节核对。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,lesson_boundary,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,page_mapping,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,page_image_render_match,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,section_inventory_first_pass,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,vocabulary_inventory_first_pass,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,printed_exercise_inventory_first_pass,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,printed_reading_inventory_first_pass,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,audio_file_inventory,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,audio_duration,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,audio_sha256,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,audio_decode,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,verified_category,qr_payload,verified,,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,correction_applied,,applied,,没有把旧的 work/boya-intermediate/extractions/lesson-05.json 当作 canonical source。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,correction_applied,,applied,,将旧 OCR 与页图复制到当前项目相对路径后，以当前 PDF 重新渲染确认 16/16 页图一致。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,correction_applied,,applied,,Adam已确认12段音档正确；保留音频文件级验证与教材页面编号关系；本包不生成逐字转写，代理未进行语义听核。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,correction_applied,,applied,,教材未提供的答案保留为 open、not_provided_in_source 或 audio_dependent。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,unresolved_item,,unresolved,,OCR 逐字忠实度、拼音声调、标点、填空线和个别字词仍需人工复核。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,unresolved_item,,unresolved,,Adam已确认12段音档正确；本包不生成逐字转写，代理未进行语义听核。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,unresolved_item,,unresolved,,听力填空、判断题和选择题答案尚未确认；不生成标准答案。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,unresolved_item,,unresolved,,开放题、拓展练习与阅读题只登记题干，不代表已完成教学设计。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,unresolved_item,,unresolved,,等待 Adam 对来源内容的更正或批准。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,pdf_pages,recorded,148,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,review_pdf_pages,recorded,16,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,ocr_pages_present,recorded,16/16,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,page_images_present,recorded,16/16,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,page_images_match_pdf_render,recorded,16/16,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,audio_files_present,recorded,12/12,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,audio_decode_pass,recorded,12/12,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,audio_total_duration_seconds,recorded,1108.976254,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,file_check,qr_payload_decoded,recorded,True,
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,answer_policy,answer_policy,recorded,,只记录教材印出的题干、示例、开放题和答案状态。教材未提供完整答案的题目不自行补写唯一答案。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,uncertainty,full_text_fidelity,pending_review,,页面结构、标题、词语和主要题干已从页图建立快照；OCR 与逐字文字尚未完成最终人工校对。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,uncertainty,audio_content,confirmed_by_user,,Adam已确认12段音档正确；12/12 文件存在、时长和 SHA-256 已核验、ffmpeg decode 通过；本包不生成逐字转写，代理未进行语义听核。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,uncertainty,answers,pending_review,,教材未提供完整答案；来源包不补写唯一标准答案。
boya-intermediate-i-lesson-05,5,音乐的魅力,work/boya-intermediate/extractions/structured-lesson-05.json,uncertainty,translation_and_teaching_design,not_started,,来源批准前不开始翻译、PBI 教学重组、教师手册、学生配套、storyboard、prototype 或 PPTX。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,source_qa,status,pending QA,,当前项目PDF页图像、已验证OCR页面、教材资料索引和文件级音频检查；未进行语义听核。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,lesson_boundary,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,page_mapping,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,page_rendering,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,representative_layouts,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,vocabulary_first_pass,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,printed_section_inventory,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,printed_exercise_inventory,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,printed_reading_inventory,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,audio_file_inventory,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,verified_category,audio_decode,verified,,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,correction_applied,,applied,,以当前项目PDF重新渲染PDF页90–106；页面图像不使用旧lesson-06/pages输出。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,correction_applied,,applied,,旧OCR逐页与当前PDF代表性页面核对后复制到新的ocr-lesson-06目录；OCR仍保留为审阅证据，不作为免复核的最终逐字稿。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,correction_applied,,applied,,从页面图像建立63个section、54个课前词语、15个文化阅读词语、7个句式、40个印刷练习和4个阅读/内容文本记录。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,correction_applied,,applied,,Adam已确认12段音档正确；本包只记录文件、时长、SHA-256、ffmpeg解码和印刷页标签，不生成逐字转写；代理未进行语义听核。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,correction_applied,,applied,,开放题和教材未印答案的题目保持open或not_provided_in_source，不补写唯一答案。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,unresolved_item,,unresolved,,逐字复核17页OCR与结构化正文，特别是拼音、标点、填空线和跨页文字。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,unresolved_item,,unresolved,,第80页词语第25项印为“宿”、拼音印为“xiǔ”，词义和教材用法待人工确认。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,unresolved_item,,unresolved,,Adam已确认12段音档正确；本包不生成逐字转写，代理未进行语义听核。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,unresolved_item,,unresolved,,确认听力选择题、判断题、填空题及开放题答案政策；本包不生成标准答案。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,unresolved_item,,unresolved,,第87页同时包含听说（一）拓展练习结尾和听说（二）开头，两个顶层section按印刷版面保留共享过渡页。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,unresolved_item,,unresolved,,等待来源审阅批准；本包未进入PBI、教师手册、配套材料或PPTX生产。
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,file_check,pdf_pages,recorded,148,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,file_check,review_pdf_pages,recorded,17,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,file_check,ocr_pages_present,recorded,17,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,file_check,page_images_present,recorded,17,
boya-intermediate-i-lesson-06,6,挑战,work/boya-intermediate/extractions/structured-lesson-06.json,file_check,audio_files_present,recorded,12,
