textbook_id,volume,lesson_id,lesson_number,lesson_title,item_order,word_raw_ocr,word,pinyin_raw_ocr,pinyin,part_of_speech_raw,part_of_speech,meaning_en_source,meaning_vi,meaning_vi_status,repeated_mark,source_section,source_pdf_page,source_printed_page,source_status,source_notes,vocabulary_key
boya-elementary-i,初级起步篇 I,lesson-04,4,你叫什么名字,17,李,李,Li,LY,,,a Chinese surname,Lý (họ Trung Quốc),translated_subagent_draft,,lesson_vocab,28,4,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:李:ly
boya-elementary-i,初级起步篇 I,lesson-04,4,你叫什么名字,18,王,王,Wang,wang,,,a Chinese surname,Vương (họ Trung Quốc),translated_subagent_draft,,lesson_vocab,28,4,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:王:wang
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,1,认识*,认识,renshi,renshi,动,动,to know,biết; quen,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:认识:renshi
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,2,很*,很,hen,hen,,,,rất,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:很:hen
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,3,到,到,very,ddo,,,,đến; tới,translated_subagent_draft,,lesson_vocab,35,12,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:到:ddo
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,4,高兴*,高兴,gaoxing,gaoxing,形,形,happy; glad,vui; vui mừng,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:高兴:gaoxing
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,5,人*,人,ren,ren,名,名,people; person,người,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:人:ren
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,6,她*,她,ta,ta,代,代,she; her,cô ấy; chị ấy,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:她:ta
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,7,这*,这,zhe,zhe,代,代,this,này; đây,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:这:zhe
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,8,哪*,哪,na,nd,代,代,which,nào; cái nào,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:哪:nd
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,9,个*,个,ge,ge,量,量,measure word,cái; người (lượng từ phổ biến),translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:个:ge
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,10,国*,国,9u0,guó,,,country,nước; quốc gia,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 guó,boya-elementary-i:国:guo
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,11,10. 也*,也,ye,ye,,,also: too,cũng,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:也:ye
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,12,你们,你们,nimen,nimen,代,代,you （plural）,các bạn; mọi người,translated_subagent_draft,,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:你们:nimen
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,13,我们*,我们,women,women,代,代,We; US,chúng tôi; chúng ta,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:我们:women
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,14,他们,他们,tamen,tamen,代,代,they; them,họ,translated_subagent_draft,,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:他们:tamen
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,15,朋友*,朋友,pengyou,pengyou,名,名,friend,bạn bè,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:朋友:pengyou
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,16,国家,国家,guojia,guojia,名,名,country,quốc gia,translated_subagent_draft,,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:国家:guojia
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,17,大学*,大学,daxue,daxue,名,名,university,trường đại học,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:大学:daxue
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,18,同学*,同学,tongxue,tongxue,名,名,classmate,bạn học,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:同学:tongxue
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,19,同屋*,同屋,tongwu,tongwu,名,名,roommate used at the end of a special，,bạn cùng phòng,translated_subagent_draft,*,lesson_vocab,35,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:同屋:tongwu
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,20,呢*,呢,ne,ne,助,助,"atternative, or rhetorical question to indicate a question auxiliary word indicating",nhỉ; vậy (trợ từ cuối câu),translated_subagent_draft,*,lesson_vocab,36,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:呢:ne
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,21,白*,白,de,bai,助,助,"possession, roughly equiva- lent to “-S” suffix",trợ từ chỉ quan hệ sở hữu,translated_subagent_draft,*,lesson_vocab,36,13,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:白:bai
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,22,美国*,美国,Meiguo,Meiguo,,,the United States,Hoa Kỳ; Mỹ,translated_subagent_draft,*,proper_noun,36,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:美国:meiguo
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,23,韩国,韩国,Hanguo,Hanguo,,,The Republic of Korea,Hàn Quốc,translated_subagent_draft,,lesson_vocab,36,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:韩国:hanguo
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,24,英国,英国,Yingguo,Yingguo,,,the United Kingdom,Vương quốc Anh,translated_subagent_draft,,lesson_vocab,36,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:英国:yingguo
boya-elementary-i,初级起步篇 I,lesson-05,5,认识你很高兴,25,北京大学*,北京大学,Beijing Daxue,Beijing Daxue,,,Peking Unversity,Đại học Bắc Kinh,translated_subagent_draft,*,lesson_vocab,36,5,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:北京大学:beijingdaxue
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,1,那*,那,na,na,代,代,that book,kia; đó,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:那:na
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,2,3.谁,谁,Shui / shei,shui / shei,代,代,who; whom,ai,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:谁:shuishei
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,3,4.笔,笔,bi,bǐ,名,名,pen,bút,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 bǐ,boya-elementary-i:笔:bi
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,4,水*,水,shui,shui,名,名,water,nước,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:水:shui
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,5,本子,本子,benzi,benzi,名,名,notebook,quyển vở,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:本子:benzi
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,6,教室*,教室,jiaoshi,jidoshi,名,名,Classroom,phòng học,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:教室:jidoshi
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,7,手机*,手机,shouji,shouji,名,名,mobile phone,điện thoại di động,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:手机:shouji
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,8,电脑,电脑,dianndo,dianndo,名,名,computer,máy tính,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:电脑:dianndo
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,9,书包,书包,shubdo,shubao,名,名,schoolbag,cặp sách,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:书包:shubao
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,10,11.来*,来,lai,lai,动,动,to come; to indicate someone will do something,đến; dùng để chỉ việc sắp làm,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:来:lai
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,11,介绍*,介绍,jieshdo,jieshao,动,动,to introduce,giới thiệu,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:介绍:jieshao
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,12,一下儿*,一下儿,yixiar,yixiar,数量,数量,used after a verb to indicate a brief action,một chút; một lát (sau động từ),translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:一下儿:yixiar
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,13,14.大*,大,da,da,形,形,big,to; lớn,translated_subagent_draft,*,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:大:da
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,14,日语*,日语,Riyu,Riyi,,,Japanese,tiếng Nhật,translated_subagent_draft,*,proper_noun,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:日语:riyi
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,15,英语,英语,Yingyui,Yingyu,,,English,tiếng Anh,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:英语:yingyu
boya-elementary-i,初级起步篇 I,lesson-06,6,这是什么,16,韩语,韩语,Hanyi,Hanyi,,,Korean,tiếng Hàn,translated_subagent_draft,,lesson_vocab,44,6,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:韩语:hanyi
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,1,欢迎*,欢迎,huanying,huanying,动,动,to welcome,hoan nghênh; chào mừng,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:欢迎:huanying
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,2,去*,去,qu,qU,动,动,to gq0,đi,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:去:qu
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,3,家*,家,jia,jia,名,名,home,nhà; gia đình,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:家:jia
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,4,玩儿*,玩儿,wanr,wanr,动,动,to play,chơi,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:玩儿:wanr
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,5,住*,住,zhu,zhu,动,动,to live,sống; ở,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:住:zhu
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,6,在*,在,zai,Zai,动,动,to be at （in）,ở; tại; đang,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:在:zai
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,7,哪儿*,哪儿,nar,nar,代,代,where,ở đâu,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:哪儿:nar
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,8,里（边）*,里（边）,I(bian),lǐ (bian),名,名,inside,bên trong,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 lǐ (bian),boya-elementary-i:里（边）:libian
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,9,远,远,yudin,yudn,形,形,far,xa,translated_subagent_draft,,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:远:yudn
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,10,学校*,学校,xuexido,xuexido,名,名,school,trường học,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:学校:xuexido
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,11,宿舍*,宿舍,sushe,sushe,名,名,dormitory,ký túc xá,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:宿舍:sushe
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,12,房间*,房间,fangjian,fangjian,名,名,rOom,phòng,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:房间:fangjian
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,13,左边*,左边,zuObian,zuObian,名,名,the left side,bên trái,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:左边:zuobian
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,14,东边*,东边,dongbian,dongbian,名,名,the east side,phía đông,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:东边:dongbian
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,15,外边,外边,waibian,waibian,名,名,outside,bên ngoài,translated_subagent_draft,,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:外边:waibian
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,16,专业*,专业,zhuanye,zhuanye,名,名,major,chuyên ngành,translated_subagent_draft,*,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:专业:zhuanye
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,17,国际关系,国际关系,guoji guanxi,guoji guanxi,,,international relations,quan hệ quốc tế,translated_subagent_draft,,lesson_vocab,53,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:国际关系:guojiguanxi
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,18,研究生*,研究生,yanjiusheng,yanjiusheng,名,名,geraduate student,học viên cao học,translated_subagent_draft,*,lesson_vocab,54,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:研究生:yanjiusheng
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,19,右边*,右边,youbian,youbian,名,名,the right side,bên phải,translated_subagent_draft,*,lesson_vocab,54,7,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:右边:youbian
boya-elementary-i,初级起步篇 I,lesson-07,7,欢迎去我家玩儿,20,就*,就,jU,jiù,,,at once; right away,liền; ngay; thì,translated_subagent_draft,*,lesson_vocab,54,7,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 jiù,boya-elementary-i:就:jiu
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,1,明天*,明天,mingtian,mingtian,名,名,tomorrow,ngày mai,translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:明天:mingtian
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,2,晚上*,晚上,wanshang,wanshang,名,名,night; evening,buổi tối,translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:晚上:wanshang
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,3,有*,有,you,yǒu,动,动,to have,có,translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 yǒu,boya-elementary-i:有:you
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,4,时间*,时间,shijian,shijian,名,名,time,thời gian,translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:时间:shijian
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,5,几*,几,j,jǐ,数,数,how many,mấy; bao nhiêu (số nhỏ),translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 jǐ,boya-elementary-i:几:ji
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,6,点*,点,aian,diǎn,量,量,o'clock ; hour on the clock,giờ (trên đồng hồ),translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,拼音 OCR 修为 diǎn,boya-elementary-i:点:dian
boya-elementary-i,初级起步篇 I,lesson-08,8,明天晚上你有时间吗,7,7.分*,分,fen,fen,量,量,minute,phút (lượng từ),translated_subagent_draft,*,lesson_vocab,61,8,appendix_matched_ocr_occurrence_needs_translation_review,词语页 OCR 配对；需用词语总表与原页人工核对。,boya-elementary-i:分:fen
