textbook_id,volume,source_pdf_page,source_section,item_order,example_sentence_ocr,example_sentence_zh,source_status
boya-elementary-i,初级起步篇 I,90,重点句子,5,你要买几瓶啤酒？Niydo maiji ping pijiu？,你要买几瓶啤酒？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,90,重点句子,6,"买五瓶啤酒，再买两大瓶可乐。Mdi wi ping pfjiu, zoi mdi lidng dd ping kele.",买五瓶啤酒，再买两大瓶可乐。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,90,重点句子,7,我要一杯咖啡。Wo ydo yi bei kafei.,我要一杯咖啡。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,90,重点句子,8,我扫微信付钱。Wo sdo weixin fu qian.,我扫微信付钱。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,1,明天天气怎么样？Mingtian tianqi zenmeyang？,明天天气怎么样？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,2,明天天气很好。Mingtian tianqi hen hao.,明天天气很好。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,3,明天多少度？Mingtian duoshao du？,明天多少度？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,4,天气太热了。Tianqi tai re le.,天气太热了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,5,我不喜欢下雨天。Wo bu xihuan xidyutian.,我不喜欢下雨天。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,6,现在是最好的季节。Xianzai shizui hao de jjie.,现在是最好的季节。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,7,天气预报说明天风很大。Tianqi yubdo shuo mingtian feng hen da.,天气预报说明天风很大。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,99,重点句子,8,"这个李节不太热，也不常下雨。Zhege ijie bi tai re,ye bu chaing xidyu.",这个李节不太热，也不常下雨。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,118,重点句子,1,我正在车站等公共汽车呢。Wo zhengzai chezhan deng gonggong qiche ne.,我正在车站等公共汽车呢。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,118,重点句子,2,你告诉老师我晚到一会儿。Ni gdosu ldoshi wo wdn ddo yihuir.,你告诉老师我晚到一会儿。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,118,重点句子,3,你（正）在干什么呢？NY （zheng） zdi gan shenme ne？,你（正）在干什么呢？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,118,重点句子,4,我从星期一到星期五每天都有课。Wo cong xingqiyi ddo xingqiwi mei tian,我从星期一到星期五每天都有课。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,118,重点句子,5,什么时候开始上电影课？Shenme shihou kaishi shang dianyingke？,什么时候开始上电影课？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,118,重点句子,6,从下个星期开始上电影课。Cong xid ge xingqi kaishi shang dianyingke.,从下个星期开始上电影课。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,1,祝你生日快乐！Zhi ni shengrikudile！,祝你生日快乐！,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,2,你打算怎么过生日？Ni ddsudn zenme guo shengri？,你打算怎么过生日？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,3,我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。Wo dasuan,我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,4,那个饭店就在学校南门对面。Nage fandian jii zai xuexido nanmen duimian.,那个饭店就在学校南门对面。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,5,这是送给你的生日礼物。Zhe shi songgei ni de shengri liwu.,这是送给你的生日礼物。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,6,你们多吃一点儿。Nimen duo chi yididnr.,你们多吃一点儿。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,7,"好，听你。Hao, ting ni de.",好，听你。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,129,重点句子,8,这是个好主意。Zhe shige hdo zhuyi.,这是个好主意。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,1,这件衣服我可以试试吗？Zhe jian yifu wo keyi shishi ma？,这件衣服我可以试试吗？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,2,只有这一种颜色。Zhi you zhe yi zhong yanse.,只有这一种颜色。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,3,算了，我再看看别的吧。Suanle，wo zai kankan bie de ba.,算了，我再看看别的吧。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,4,这件衣服合适不合适？Zhe jian yifu heshi bu heshi？,这件衣服合适不合适？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,5,这件您穿一定很合适。Zhe jian nin chuan yiding hen heshi.,这件您穿一定很合适。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,6,他为什么不买那件衣服？Ta wei shenme bu mai na jian yifu？,他为什么不买那件衣服？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,7,我要去机场接朋友。Wo ydo qu jichang jie pengyou.,我要去机场接朋友。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,139,重点句子,8,我上网查查就明白了。Wo shang wang chaicha jiu mingbai le.,我上网查查就明白了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,1,这个食堂离教室很近。Zhege shitang li jidoshi hen jin.,这个食堂离教室很近。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,2,"包子啦，面条儿啦，饺子啦，味道都不错。Baozi la，miantidor la,jidozi",包子啦，面条儿啦，饺子啦，味道都不错。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,3,你不是南方人吗？Ni bu shi ndnfangren ma？,你不是南方人吗？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,4,"师傅，来一份磨菇，半份鸡肉，二两米饭。Shifu,lai yi fen mogu,ban",师傅，来一份磨菇，半份鸡肉，二两米饭。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,5,"同学，这儿有人吗？Tongxue,zher you ren ma？",同学，这儿有人吗？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,6,欢迎光临！您几位？Huanying guanglin! nin ji wei？,欢迎光临！您几位？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,7,现在点菜吗？Xianzdi didn cai ma？,现在点菜吗？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,149,重点句子,8,要什么馅儿？Yao shenme xianr de？,要什么馅儿？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,1,我一般都不吃早饭。Wo yiban dou bi chi zdofan.,我一般都不吃早饭。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,2,不吃早饭对身体不好。Bi chi zdofan dui shenti bu hao.,不吃早饭对身体不好。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,3,你这个习惯得改改。Ni zhege xiguan dei gdigai.,你这个习惯得改改。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,4,今天七点半就起床了，以前九点才起床。Jintian qi didn ban jii qi chuang,今天七点半就起床了，以前九点才起床。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,5,"开始的时候真不习惯，比如说…Kaishi de shihou zhen bu xiguan, biru",开始的时候真不习惯，比如说…,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,6,现在我差不多已经习惯了。Xianzai wo chabuduo yijing xiguan le.,现在我差不多已经习惯了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,7,你来中国多长时间了？Ni lai Zhongguo duo chang shijian le？,你来中国多长时间了？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,170,重点句子,8,"有的习惯了，有的还不太习惯。Youde xiguan le, youde hai bu tdi xiguan.",有的习惯了，有的还不太习惯。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,1,"我给你发了微信，你怎么没回？Wo gei ni fale weixin, ni zenme mei hui？",我给你发了微信，你怎么没回？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,2,你又熬夜了。Ni you do ye le.,你又熬夜了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,3,我们等了你二十分钟了。Wimen dengle ni ershi fenzhong le.,我们等了你二十分钟了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,4,"不好意思，让你们久等了。Bi hdoyisi, rang nimen jiv deng le.",不好意思，让你们久等了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,5,路上堵车很厉害。Lushang di che hen lihai.,路上堵车很厉害。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,6,今天我请你们喝咖啡。Jintian wo qing nimen he kafei.,今天我请你们喝咖啡。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,7,我不会喝酒。Wo bu hui he jiu.,我不会喝酒。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,180,重点句子,8,你一定会喝醉。Ni yiding hui hezuide.,你一定会喝醉。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,1,每个人说一段话。Mei ge ren shuo yi duan hud.,每个人说一段话。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,2,口试每个人要说多长时间？Koushi mei ge ren ydo shuo duo chaing shfjian？,口试每个人要说多长时间？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,3,你这么用功，对你来说一定不难。Ni zheme yonggong， dui ni lai shuo,你这么用功，对你来说一定不难。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,4,"师傅，怎么停车了？Shifu, zenme ting che le？",师傅，怎么停车了？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,5,那怎么办呢？Na zenme ban ne？,那怎么办呢？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,6,我们担心路上堵车，所以提前一个小时就出门了。Wimen dan xin lushang,我们担心路上堵车，所以提前一个小时就出门了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,7,还是迟到了十几分钟。Haishichiddo le shiji fenzhong.,还是迟到了十几分钟。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,199,重点句子,8,因为半路上车坏了，所以我们迟到了。Yinwei banli shang che huai le，,因为半路上车坏了，所以我们迟到了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,1,我们开学一个星期了。Wimen kai xue yi ge xingqi le.,我们开学一个星期了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,2,明天下了课你去哪儿？Mingtian xidle ke ni qu nar？,明天下了课你去哪儿？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,3,你别忘了。ni bie wang le.,你别忘了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,4,你开什么玩笑？Ni kai shenme wanxido？,你开什么玩笑？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,5,我快饿死了。W8 kudi esile.,我快饿死了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,6,早上起了床就来上课了，哪儿有时间吃早饭？Zdoshang qile chuang jiu lai,早上起了床就来上课了，哪儿有时间吃早饭？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,7,"天气这么热，打什么篮球呀？Tianqi zheme re, dd shenme lanqili ya？",天气这么热，打什么篮球呀？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,208,重点句子,8,"我有个建议，吃饭以前唱卡拉OK吧。Wo you ge jianyi,chi fan yiqian",我有个建议，吃饭以前唱卡拉,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,218,重点句子,1,"快要放暑假了，假期你有什么打算？Kudi ydo fang shujia le, jiaqi ni you",快要放暑假了，假期你有什么打算？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,218,重点句子,2,我得回一趟老家。Wi dei hui yi tang ldojia.,我得回一趟老家。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,218,重点句子,3,我对中国历史很感兴趣。Wi dui Zhongguo lishi hen gan xingqu.,我对中国历史很感兴趣。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,218,重点句子,4,你打算在西安待多长时间？Ni ddsudn zai Xi'an dai duo chang shijian？,你打算在西安待多长时间？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,218,重点句子,5,风景漂亮极了。Fengjing pidoliang jf le.,风景漂亮极了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,218,重点句子,6,我还没决定，可能去内蒙古，也可能去再安。Wo hai mei jueding，keneng,我还没决定，可能去内蒙古，也可能去再安。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,1,你学得怎么样？Ni xue de zenmeyang？,你学得怎么样？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,2,你记得真清楚。Niji de zhen qingchu.,你记得真清楚。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,3,昨天坐火车回到北京，都夜里三点了。Zuotian zuo huOche hurddo Beijing，,昨天坐火车回到北京，都夜里三点了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,4,那确实挺累的。Na queshi ting lei de.,那确实挺累的。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,5,"你不说，我都忘了。Ni bi shuo,wo dou wang le.",你不说，我都忘了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,6,拍得不好的都删了。Pai de bi hdo de dou shan le.,拍得不好的都删了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,228,重点句子,7,他帮我解决了很多问题。Ta bang wo jiejue le hen duo wenti.,他帮我解决了很多问题。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,1,明天晚上的聚餐准备好了吗？Mingtian wdnshang de ju cain zhinbei hdo le ma？,明天晚上的聚餐准备好了吗？,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,2,杯子、碗什么我都洗干净了。Beizi、 wdn shenme de wo dou xi ganjing le.,杯子、碗什么我都洗干净了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,3,李军说他会带好几个朋友来呢。LiJin shuo ta huiddi hdo ji ge pengyou lai ne.,李军说他会带好几个朋友来呢。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,4,他没说清楚。Ta mei shuo qingchu.,他没说清楚。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,5,对方打得更好。Duifang da de geng hao.,对方打得更好。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,6,你手机该充值了。Ni de shouji gai chong zhi le.,你手机该充值了。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,7,可以用微信为手机充值。Keyi yong weixin wei shouji chong zhi.,可以用微信为手机充值。,ocr_sentence_extracted_needs_review
boya-elementary-i,初级起步篇 I,237,重点句子,8,"我们等了半天，张红也没来。Wimen dengle bantian, Zhang Hong ye mei lai.",我们等了半天，张红也没来。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,21,常用句子,1,我想订一张从北京到上海机票。,我想订一张从北京到上海机票。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,21,常用句子,2,你要头等舱还是经济舱？,你要头等舱还是经济舱？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,1,我在网上看到您那儿有房子出租。,我在网上看到您那儿有房子出租。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,2,公寓离地铁站远不远？,公寓离地铁站远不远？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,3,这套公寓里有什么？,这套公寓里有什么？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,4,公寓周围有什么？,公寓周围有什么？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,5,房租多少钱？,房租多少钱？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,6,什么时候可以看房子？,什么时候可以看房子？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,33,常用句子,7,我对这套房子很满意。,我对这套房子很满意。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,42,常用句子,1,我的钱包好像丢了。,我的钱包好像丢了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,42,常用句子,2,我前钱包可能是在跑步时候丢。,我前钱包可能是在跑步时候丢。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,42,常用句子,3,钱包里面有五十块钱左右。,钱包里面有五十块钱左右。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,53,常用句子,1,我们国家的中国菜没有这儿地道。,我们国家的中国菜没有这儿地道。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,53,常用句子,2,我和你一样，也爱吃汉堡包。,我和你一样，也爱吃汉堡包。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,53,常用句子,3,我一去饭馆儿就点麻婆豆腐。,我一去饭馆儿就点麻婆豆腐。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,53,常用句子,4,开车人一年比一年多了。,开车人一年比一年多了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,53,常用句子,5,马路上的汽车像河流一样。,马路上的汽车像河流一样。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,53,常用句子,6,现在堵车问题比较严重。,现在堵车问题比较严重。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,1,我们可以一起吃饭吗？,我们可以一起吃饭吗？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,2,学校附近的饭馆儿不错，又好吃又干净。,学校附近的饭馆儿不错，又好吃又干净。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,3,你们想吃点儿什么？,你们想吃点儿什么？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,4,我来一个西红标炒鸡蛋，一碗米饭。,我来一个西红标炒鸡蛋，一碗米饭。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,5,您还想来点儿什么？,您还想来点儿什么？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,6,食堂做没有这儿的这么好吃。,食堂做没有这儿的这么好吃。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,7,我对这家饭馆儿的环境和价钱都很满意。,我对这家饭馆儿的环境和价钱都很满意。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,8,最主要的是，这儿服务员非常热情。,最主要的是，这儿服务员非常热情。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,63,常用句子,9,我想买单，再麻烦您给我一个打包盒。,我想买单，再麻烦您给我一个打包盒。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,1,宿舍楼门口贴着一个通知。,宿舍楼门口贴着一个通知。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,2,下个星期可以报名参加社团了。,下个星期可以报名参加社团了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,3,参加社团不但可以交朋友，而且还可以练习汉语。,参加社团不但可以交朋友，而且还可以练习汉语。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,4,我想参加茶社团，我希望喝着茶写汉字。,我想参加茶社团，我希望喝着茶写汉字。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,5,带上学生证去报名就行了。,带上学生证去报名就行了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,6,你在报名表上写上名字和专业就行了。,你在报名表上写上名字和专业就行了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,73,常用句子,7,欢迎你参加话剧社团！,欢迎你参加话剧社团！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,1,你今天不是打算去动物园吗？,你今天不是打算去动物园吗？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,2,快起来吧！报上说，睡懒觉对身体不好。,快起来吧！报上说，睡懒觉对身体不好。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,3,去动物园的人一定比别时候都多。,去动物园的人一定比别时候都多。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,4,你看，地铁上挤得满满的。,你看，地铁上挤得满满的。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,5,一直往前走就是大熊猫馆。,一直往前走就是大熊猫馆。,ocr_sentence_extracted_needs_review
