lesson,mode,slide,final_title,project_title,title_match,final_text_chars,project_text_chars,text_match,final_upper_right_page,project_upper_right_page,page_marker_match
01,在线预习,30,设计,设计,true,115,116,false,30,30,true
01,在线预习,31,毕业,毕业,true,95,96,false,31,31,true
01,在线预习,32,公司,公司,true,94,95,false,32,32,true
01,在线预习,33,老板,老板,true,96,97,false,33,33,true
01,在线预习,34,请你说说它们的中文并造句,请你说说它们的中文并造句,true,41,41,true,34,34,true
01,在线预习,35,生活,生活,true,110,111,false,35,35,true
01,在线预习,36,客户,客户,true,136,137,false,36,36,true
01,在线预习,37,烧茄子,烧茄子,true,107,108,false,37,37,true
01,在线预习,38,糖醋鱼,糖醋鱼,true,106,107,false,38,38,true
01,在线预习,39,,,true,33,33,true,39,39,true
01,在线预习,40,春节,春节,true,109,110,false,40,40,true
01,在线预习,41,广州美术学院,广州美术学院,true,143,144,false,41,41,true
01,在线预习,42,,,true,21,21,true,42,42,true
01,在线预习,43,,,true,19,19,true,43,43,true
01,在线预习,44,丽丽在北京找到了工作,丽丽在北京找到了工作,true,105,105,false,44,43,false
01,在线预习,45,短文一：记录练习,短文一：记录练习,true,94,94,false,45,44,false
01,在线预习,46,,,true,18,18,false,46,45,false
01,在线预习,47,,出生在,false,23,27,false,47,51,false
01,在线预习,48,,出生在,false,67,71,false,48,51,false
01,在线预习,49,,……是……,false,74,80,false,49,52,false
01,在线预习,50,,什么,false,42,46,false,50,53,false
01,在线预习,51,,什么,false,76,79,false,51,53,false
01,在线预习,52,,为……担心,false,76,82,false,52,54,false
01,在线预习,53,,如果……就……,false,84,92,false,53,55,false
01,在线预习,54,,,true,19,19,false,54,43,false
01,在线预习,55,丽丽工作很努力,丽丽工作很努力,true,102,102,false,55,43,false
01,在线预习,56,短文二：记录练习,短文二：记录练习,true,104,104,false,56,44,false
01,在线预习,57,,,true,18,18,false,57,45,false
01,在线预习,58,,从……到……,false,100,107,false,58,56,false
01,在线预习,59,,为了,false,47,50,false,59,57,false
01,在线预习,60,,为了,false,75,79,false,60,57,false
01,在线预习,61,,越来越,false,58,61,false,61,58,false
01,在线预习,62,,越来越,false,73,76,false,62,58,false
01,在线预习,63,,受……欢迎,false,61,69,false,63,59,false
01,在线预习,64,,受……欢迎,false,77,83,false,64,59,false
01,在线预习,65,,对……满意,false,77,83,false,65,60,false
01,在线预习,66,,,true,19,19,false,66,43,false
01,在线预习,67,丽丽的爱好很多,丽丽的爱好很多,true,102,102,false,67,43,false
01,在线预习,68,短文三：记录练习,短文三：记录练习,true,85,85,false,68,44,false
01,在线预习,69,,,true,18,18,false,69,45,false
01,在线预习,70,,见面,false,22,25,false,70,62,false
01,在线预习,71,,见面,false,80,84,false,71,62,false
01,在线预习,72,,放假,false,100,100,false,72,63,false
01,在线预习,73,,不仅……而且……,false,88,97,false,73,64,false
01,在线预习,74,,除了A 还 B／除了 A 也 B,false,103,120,false,74,65,false
01,在线预习,75,,因为……所以……,false,88,97,false,75,66,false
01,在线预习,76,,对……有好处／有帮助,false,83,94,false,76,67,false
01,在线预习,77,我的爱好,我的爱好,true,74,74,false,77,49,false
01,在线预习,78,,,true,18,18,false,78,68,false
01,在线预习,79,请你根据听过的三段短文填表。,请你根据听过的三段短文填表。,true,134,134,false,79,69,false
01,在线预习,80,我的个人介绍,我的个人介绍,true,107,107,false,80,70,false
01,在线预习,81,我觉得很难的地方,我觉得很难的地方,true,62,62,false,81,71,false
01,在线预习,82,,,true,188,188,false,82,72,false
01,在线预习,83,,,true,25,25,false,83,73,false
01,实体课,1,,,true,24,37,false,01,01,true
01,实体课,2,今天的学习路线,今天的学习路线,true,21,21,true,02,02,true
01,实体课,3,,,true,126,126,true,03,03,true
01,实体课,4,先想一想,先想一想,true,66,76,false,04,04,true
01,实体课,5,,,true,18,31,false,05,05,true
01,实体课,6,听力练习,听力练习,true,51,51,true,06,06,true
01,实体课,7,听力练习,听力练习,true,62,62,true,07,07,true
01,实体课,8,听力练习,听力练习,true,49,49,false,08,09,false
01,实体课,9,听力练习,听力练习,true,57,57,false,09,10,false
01,实体课,10,听力练习,听力练习,true,49,49,false,10,18,false
01,实体课,11,请你说说,请你说说,true,34,34,true,11,11,true
01,实体课,12,请你说说,请你说说,true,34,34,true,12,12,true
01,实体课,13,请你说说,请你说说,true,31,31,true,13,13,true
01,实体课,14,请你说说,请你说说,true,29,29,true,14,14,true
01,实体课,15,请你说说,请你说说,true,30,30,false,15,16,false
01,实体课,16,,,true,19,19,false,16,05,false
01,实体课,17,听力练习,听力练习,true,58,58,false,17,19,false
01,实体课,18,听力练习,听力练习,true,93,93,false,18,20,false
01,实体课,19,,,true,18,18,false,19,21,false
01,实体课,20,介绍丽丽,介绍丽丽,true,81,116,false,20,22,false
01,实体课,21,短文（一）,短文（一）,true,41,41,false,21,23,false
01,实体课,22,,,true,18,18,false,22,24,false
01,实体课,23,常用词语和表达,常用词语和表达,true,46,46,false,23,25,false
01,实体课,24,常用词语和表达,常用词语和表达,true,46,46,false,24,26,false
01,实体课,25,常用词语和表达,常用词语和表达,true,44,44,false,25,27,false
01,实体课,26,常用词语和表达,常用词语和表达,true,46,46,false,26,28,false
01,实体课,27,常用词语和表达,常用词语和表达,true,48,48,false,27,29,false
01,实体课,28,请你说说,请你说说,true,51,55,false,28,30,false
01,实体课,29,,,true,19,19,false,29,31,false
01,实体课,30,听力练习,听力练习,true,58,58,false,30,33,false
01,实体课,31,听力练习,听力练习,true,93,93,false,31,34,false
01,实体课,32,,,true,18,18,false,32,35,false
01,实体课,33,介绍短文,介绍短文,true,88,123,false,33,36,false
01,实体课,34,短文（二）,短文（二）,true,41,41,false,34,37,false
01,实体课,35,,,true,18,18,false,35,38,false
01,实体课,36,常用词语和表达,常用词语和表达,true,47,47,false,36,39,false
01,实体课,37,常用词语和表达,常用词语和表达,true,44,44,false,37,40,false
01,实体课,38,常用词语和表达,常用词语和表达,true,45,45,false,38,41,false
01,实体课,39,常用词语和表达,常用词语和表达,true,46,46,false,39,42,false
01,实体课,40,常用词语和表达,常用词语和表达,true,46,46,false,40,43,false
01,实体课,41,请你说说,请你说说,true,60,55,false,41,44,false
01,实体课,42,,,true,19,19,false,42,45,false
01,实体课,43,听力练习,听力练习,true,58,58,false,43,47,false
01,实体课,44,听力练习,听力练习,true,82,82,false,44,48,false
01,实体课,45,,,true,18,18,false,45,49,false
01,实体课,46,介绍短文,介绍短文,true,74,117,false,46,50,false
01,实体课,47,短文（三）,短文（三）,true,41,41,false,47,51,false
01,实体课,48,,,true,18,18,false,48,52,false
01,实体课,49,常用词语和表达,常用词语和表达,true,49,49,false,49,53,false
01,实体课,50,常用词语和表达,常用词语和表达,true,56,56,false,50,54,false
01,实体课,51,常用词语和表达,常用词语和表达,true,49,49,false,51,55,false
01,实体课,52,常用词语和表达,常用词语和表达,true,51,51,false,52,56,false
01,实体课,53,请你说说,请你说说,true,56,58,false,53,57,false
01,实体课,54,,,true,35,35,false,54,58,false
01,实体课,55,请你介绍丽丽,请你介绍丽丽,true,48,48,false,55,59,false
01,实体课,56,根据课本，回答问题,根据课本，回答问题,true,100,100,false,56,60,false
01,实体课,57,请你说说,请你说说,true,165,165,false,57,61,false
02,在线预习,1,,,true,22,22,true,01,01,true
02,在线预习,2,学习流程图,学习流程图,true,18,18,true,02,02,true
02,在线预习,3,,,true,147,147,true,03,03,true
02,在线预习,4,,,true,34,34,true,04,04,true
02,在线预习,5,排球,排球,true,87,100,false,05,05,true
02,在线预习,6,志愿者,志愿者,true,129,146,false,06,06,true
02,在线预习,7,讲解员,讲解员,true,110,139,false,07,07,true
02,在线预习,8,博物馆,博物馆,true,97,120,false,08,08,true
02,在线预习,9,展品,展品,true,102,121,false,09,09,true
02,在线预习,10,请你说说它们的中文并造句,请你说说它们的中文并造句,true,50,50,true,10,10,true
02,在线预习,11,体育课,体育课,true,96,101,false,11,11,true
02,在线预习,12,了解,了解,true,100,96,false,12,12,true
02,在线预习,13,周围,周围,true,111,119,false,13,13,true
02,在线预习,14,基本,基本,true,89,92,false,14,14,true
02,在线预习,15,不知不觉,不知不觉,true,124,123,false,15,15,true
02,在线预习,16,请你说说它们的中文并造句,请你说说它们的中文并造句,true,50,50,true,16,16,true
02,在线预习,17,热烈,热烈,true,119,146,false,17,17,true
02,在线预习,18,游客,游客,true,98,118,false,18,18,true
02,在线预习,19,布置,布置,true,102,100,false,19,19,true
02,在线预习,20,尤其,尤其,true,104,95,false,20,20,true
02,在线预习,21,尤其,尤其,true,99,99,false,21,20,false
02,在线预习,22,交流,交流,true,104,124,false,22,21,false
02,在线预习,23,请你说说它们的中文并造句,请你说说它们的中文并造句,true,47,47,false,23,22,false
02,在线预习,24,顿,顿,true,93,112,false,24,23,false
02,在线预习,25,庆祝,庆祝,true,107,122,false,25,24,false
02,在线预习,26,特点,特点,true,96,101,false,26,25,false
02,在线预习,27,环境,环境,true,101,111,false,27,26,false
02,在线预习,28,熟悉,熟悉,true,115,106,false,28,27,false
02,在线预习,29,请你说说它们的中文并造句,请你说说它们的中文并造句,true,49,49,false,29,28,false
02,在线预习,30,感觉,感觉,true,111,128,false,30,29,false
02,在线预习,31,收获,收获,true,121,126,false,31,30,false
02,在线预习,32,插,插,true,84,105,false,32,31,false
02,在线预习,33,接着,接着,true,107,96,false,33,32,false
02,在线预习,34,接着,接着,true,81,81,false,34,32,false
02,在线预习,35,科学,科学,true,93,133,false,35,33,false
02,在线预习,36,请你说说它们的中文并造句,请你说说它们的中文并造句,true,46,46,false,36,34,false
02,在线预习,37,参观,参观,true,98,107,false,37,35,false
02,在线预习,38,举办,举办,true,90,99,false,38,36,false
02,在线预习,39,增长,增长,true,100,100,false,39,37,false
02,在线预习,40,同时,同时,true,102,105,false,40,38,false
02,在线预习,41,同时,同时,true,82,82,false,41,38,false
02,在线预习,42,,,true,20,20,false,42,39,false
02,在线预习,43,,,true,18,18,false,43,40,false
02,在线预习,44,王红喜欢上课,王红喜欢上课,true,101,101,false,44,41,false
02,在线预习,45,短文一：记录练习,短文一：记录练习,true,77,77,false,45,42,false
02,在线预习,46,,,true,17,17,false,46,43,false
02,在线预习,47,,对……熟悉／对……有了解,false,78,91,false,47,44,false
02,在线预习,48,,尤其（是）…,false,77,84,false,48,45,false
02,在线预习,49,,虽然……可是……,false,81,90,false,49,46,false
02,在线预习,50,,不知不觉，…,false,77,84,false,50,47,false
02,在线预习,51,,同时…,false,74,78,false,51,48,false
02,在线预习,52,,,true,18,18,false,52,49,false
02,在线预习,53,生日午餐,生日午餐,true,99,99,false,53,50,false
02,在线预习,54,短文二：记录练习,短文二：记录练习,true,79,79,false,54,51,false
02,在线预习,55,,,true,17,17,false,55,52,false
02,在线预习,56,,给……办,false,74,79,false,56,53,false
02,在线预习,57,,给……介绍,false,75,81,false,57,54,false
02,在线预习,58,,地方＋动词＋着＋人／物,false,83,89,false,58,55,false
02,在线预习,59,,地方＋动词＋着＋人／物,false,82,88,false,59,55,false
02,在线预习,60,,接着,false,40,43,false,60,56,false
02,在线预习,61,,接着,false,68,72,false,61,56,false
02,在线预习,62,,AABB +（地）+ 动词词组,false,76,92,false,62,57,false
02,在线预习,63,,AABB +（地）+ 动词词组,false,83,99,false,63,57,false
02,在线预习,64,,,true,18,18,false,64,63,false
02,在线预习,65,课外活动,课外活动,true,99,99,false,65,64,false
02,在线预习,66,短文三：记录练习,短文三：记录练习,true,75,76,false,66,65,false
02,在线预习,67,,,true,17,17,false,67,52,false
02,在线预习,68,,自从……以来,false,90,97,false,68,58,false
02,在线预习,69,,,true,90,115,false,69,59,false
02,在线预习,70,,不但……同时……,false,82,91,false,70,60,false
02,在线预习,71,,其中,false,82,86,false,71,61,false
02,在线预习,72,,人 + 过得 + 形容词,false,69,82,false,72,62,false
02,在线预习,73,,人 + 过得 + 形容词,false,78,91,false,73,62,false
02,在线预习,74,我的一天,我的一天,true,76,76,false,74,66,false
02,在线预习,75,,,true,17,17,false,75,67,false
02,在线预习,76,请你根据听过的三段短文填表。,请你根据听过的三段短文填表。,true,76,76,false,76,68,false
02,在线预习,77,我的个人介绍,我的个人介绍,true,135,135,false,77,69,false
02,在线预习,78,我觉得很难的地方,我觉得很难的地方,true,61,61,false,78,70,false
02,在线预习,79,课前检查,课前检查,true,184,184,false,79,71,false
02,在线预习,80,,,true,24,24,false,80,72,false
02,实体课,1,,,true,35,35,true,01,01,true
02,实体课,2,今天的学习路线,今天的学习路线,true,20,20,true,02,02,true
02,实体课,3,,,true,147,147,true,03,03,true
02,实体课,4,先想一想,先想一想,true,55,67,false,04,04,true
02,实体课,5,,,true,17,17,true,05,05,true
02,实体课,6,听力练习,听力练习,true,62,62,true,06,06,true
02,实体课,7,听力练习,听力练习,true,56,56,true,07,07,true
02,实体课,8,听力练习,听力练习,true,56,56,true,08,08,true
02,实体课,9,听力练习,听力练习,true,54,54,true,09,09,true
02,实体课,10,请你说说,请你说说,true,31,31,true,10,10,true
02,实体课,11,请你说说,请你说说,true,29,29,true,11,11,true
02,实体课,12,请你说说,请你说说,true,33,33,true,12,12,true
02,实体课,13,请你说说,请你说说,true,26,26,true,13,13,true
02,实体课,14,请你说说,请你说说,true,29,29,true,14,14,true
02,实体课,15,,,true,18,18,true,15,15,true
02,实体课,16,听力练习,听力练习,true,59,59,true,16,16,true
02,实体课,17,听力练习,听力练习,true,93,93,true,17,17,true
02,实体课,18,,,true,17,17,true,18,18,true
02,实体课,19,介绍王红,介绍王红,true,42,42,true,19,19,true
02,实体课,20,短文（一）,短文（一）,true,44,44,true,20,20,true
02,实体课,21,,,true,17,17,true,21,21,true
02,实体课,22,常用词语和表达,常用词语和表达,true,53,53,true,22,22,true
02,实体课,23,常用词语和表达,常用词语和表达,true,43,43,true,23,23,true
02,实体课,24,常用词语和表达,常用词语和表达,true,49,49,true,24,24,true
02,实体课,25,常用词语和表达,常用词语和表达,true,45,45,true,25,25,true
02,实体课,26,常用词语和表达,常用词语和表达,true,43,43,true,26,26,true
02,实体课,27,请你说说,请你说说,true,56,56,true,27,27,true
02,实体课,28,,,true,18,18,true,28,28,true
02,实体课,29,听力练习,听力练习,true,56,56,true,29,29,true
02,实体课,30,听力练习,听力练习,true,85,85,true,30,30,true
02,实体课,31,,,true,17,17,true,31,31,true
02,实体课,32,介绍短文,介绍短文,true,45,45,true,32,32,true
02,实体课,33,短文（二）,短文（二）,true,44,44,true,33,33,true
02,实体课,34,,,true,17,17,true,34,34,true
02,实体课,35,常用词语和表达,常用词语和表达,true,45,45,true,35,35,true
02,实体课,36,常用词语和表达,常用词语和表达,true,46,46,true,36,36,true
02,实体课,37,地方＋动词＋着＋人／物,地方＋动词＋着＋人／物,true,56,56,true,37,37,true
02,实体课,38,常用词语和表达,常用词语和表达,true,43,43,true,38,38,true
02,实体课,39,AABB +（地）+动词词组,AABB +（地）+动词词组,true,62,62,true,39,39,true
02,实体课,40,请你说说,请你说说,true,54,54,true,40,40,true
02,实体课,41,,,true,18,18,true,41,41,true
02,实体课,42,听力练习,听力练习,true,56,56,true,42,42,true
02,实体课,43,听力练习,听力练习,true,79,79,true,43,43,true
02,实体课,44,,,true,17,17,true,44,44,true
02,实体课,45,介绍短文,介绍短文,true,42,42,true,45,45,true
02,实体课,46,短文（三）,短文（三）,true,44,44,true,46,46,true
02,实体课,47,请你说说,请你说说,true,59,59,true,47,47,true
02,实体课,48,,,true,17,17,true,48,48,true
02,实体课,49,常用词语和表达,常用词语和表达,true,47,47,true,49,49,true
02,实体课,50,常用词语和表达,常用词语和表达,true,47,47,true,50,50,true
02,实体课,51,常用词语和表达,常用词语和表达,true,49,49,true,51,51,true
02,实体课,52,常用词语和表达,常用词语和表达,true,43,43,true,52,52,true
02,实体课,53,常用词语和表达,常用词语和表达,true,43,43,true,53,53,true
02,实体课,54,,,true,17,17,true,54,54,true
02,实体课,55,请你介绍王红,请你介绍王红,true,51,51,true,55,55,true
02,实体课,56,根据课本，回答问题,根据课本，回答问题,true,89,89,true,56,56,true
02,实体课,57,请你说说,请你说说,true,163,163,true,57,57,true
03,在线预习,1,,,true,34,34,true,01,01,true
03,在线预习,2,学习流程图,学习流程图,true,24,24,true,02,02,true
03,在线预习,3,,,true,127,127,true,03,03,true
03,在线预习,4,,,true,40,40,true,04,04,true
03,在线预习,5,兴趣,兴趣,true,121,109,false,05,05,true
03,在线预习,6,古老肉,古老肉,true,121,115,false,06,06,true
03,在线预习,7,西红柿炒鸡蛋,西红柿炒鸡蛋,true,130,124,false,07,07,true
03,在线预习,8,暑假,暑假,true,113,107,false,08,08,true
03,在线预习,9,招待,招待,true,105,104,false,09,09,true
03,在线预习,10,请你说说它们的中文并造句,请你说说它们的中文并造句,true,58,58,true,10,10,true
03,在线预习,11,聊天儿,聊天儿,true,133,118,false,11,11,true
03,在线预习,12,转学,转学,true,113,109,false,12,12,true
03,在线预习,13,另外,另外,true,123,123,false,13,13,true
03,在线预习,14,互相,互相,true,114,107,false,14,14,true
03,在线预习,15,有趣,有趣,true,94,95,false,15,15,true
03,在线预习,16,请你说说它们的中文并造句,请你说说它们的中文并造句,true,54,54,true,16,16,true
03,在线预习,17,声调,声调,true,107,107,false,17,17,true
03,在线预习,18,重复,重复,true,102,102,false,18,18,true
03,在线预习,19,接触,接触,true,102,99,false,19,19,true
03,在线预习,20,帮忙,帮忙,true,95,94,false,20,20,true
03,在线预习,21,帮忙,帮忙,true,81,80,false,21,20,false
03,在线预习,22,记得,记得,true,91,92,false,22,21,false
03,在线预习,23,请你说说它们的中文并造句,请你说说它们的中文并造句,true,53,53,false,23,22,false
03,在线预习,24,例如,例如,true,96,95,false,24,23,false
03,在线预习,25,中国通,中国通,true,128,111,false,25,24,false
03,在线预习,26,神秘,神秘,true,103,102,false,26,25,false
03,在线预习,27,开（课）,开（课）,true,142,148,false,27,26,false
03,在线预习,28,总是,总是,true,96,91,false,28,27,false
03,在线预习,29,请你说说它们的中文并造句,请你说说它们的中文并造句,true,59,59,false,29,28,false
03,在线预习,30,更,更,true,124,122,false,30,29,false
03,在线预习,31,于是,于是,true,132,131,false,31,30,false
03,在线预习,32,选修,选修,true,114,99,false,32,31,false
03,在线预习,33,,,true,35,35,false,33,32,false
03,在线预习,34,德语,德语,true,97,93,false,34,33,false
03,在线预习,35,拉丁语,拉丁语,true,109,100,false,35,34,false
03,在线预习,36,,,true,26,26,false,36,35,false
03,在线预习,37,,,true,24,24,false,37,36,false
03,在线预习,38,开始接触汉语并产生一定的兴趣,开始接触汉语并产生一定的兴趣,true,115,115,false,38,37,false
03,在线预习,39,短文一：记录练习,短文一：记录练习,true,94,94,false,39,38,false
03,在线预习,40,,,true,21,21,false,40,39,false
03,在线预习,41,,,true,85,82,false,41,40,false
03,在线预习,42,,,true,28,28,false,42,41,false
03,在线预习,43,,,true,81,81,false,43,41,false
03,在线预习,44,,……什么的,false,111,117,false,44,42,false
03,在线预习,45,,,true,33,33,false,45,43,false
03,在线预习,46,,,true,84,84,false,46,43,false
03,在线预习,47,,,true,81,81,false,47,44,false
03,在线预习,48,,,true,24,24,false,48,45,false
03,在线预习,49,为什么选修中文,为什么选修中文,true,108,108,false,49,46,false
03,在线预习,50,短文二：记录练习,短文二：记录练习,true,95,95,false,50,47,false
03,在线预习,51,,,true,21,21,false,51,48,false
03,在线预习,52,,,true,91,91,false,52,49,false
03,在线预习,53,,,true,89,88,false,53,50,false
03,在线预习,54,,,true,116,115,false,54,51,false
03,在线预习,55,,,true,101,98,false,55,52,false
03,在线预习,56,,,true,79,80,false,56,53,false
03,在线预习,57,,,true,85,86,false,57,54,false
03,在线预习,58,,,true,24,24,false,58,55,false
03,在线预习,59,中文课,中文课,true,104,104,false,59,56,false
03,在线预习,60,短文三：记录练习,短文三：记录练习,true,86,86,false,60,57,false
03,在线预习,61,,,true,21,21,false,61,58,false
03,在线预习,62,,,true,97,100,false,62,59,false
03,在线预习,63,,,true,23,23,false,63,61,false
03,在线预习,64,请你根据听过的三段短文填表。,请你根据听过的三段短文填表。,true,89,89,false,64,62,false
03,在线预习,65,我的个人介绍,我的个人介绍,true,129,120,false,65,63,false
03,在线预习,66,我觉得很难的地方,我觉得很难的地方,true,67,67,false,66,64,false
03,在线预习,67,课前检查,课前检查,true,190,190,false,67,65,false
03,在线预习,68,,,true,30,30,false,68,66,false
03,实体课,1,,,true,34,34,true,01,01,true
03,实体课,2,今天的学习路线,今天的学习路线,true,26,26,true,02,02,true
03,实体课,3,,,true,127,127,true,03,03,true
03,实体课,4,先想一想,先想一想,true,63,63,true,04,04,true
03,实体课,5,,,true,23,23,true,05,05,true
03,实体课,6,听力练习,听力练习,true,58,58,true,06,06,true
03,实体课,7,听力练习,听力练习,true,62,62,true,07,07,true
03,实体课,8,听力练习,听力练习,true,64,64,true,08,08,true
03,实体课,9,请你说说,请你说说,true,36,36,false,09,11,false
03,实体课,10,请你说说,请你说说,true,33,33,false,10,12,false
03,实体课,11,,,true,24,24,false,11,15,false
03,实体课,12,听力练习,听力练习,true,65,65,false,12,16,false
03,实体课,13,听力练习,听力练习,true,114,114,false,13,17,false
03,实体课,14,,,true,23,23,false,14,19,false
03,实体课,15,介绍李大为,介绍李大为,true,61,61,false,15,20,false
03,实体课,16,短文（一）,短文（一）,true,50,50,false,16,21,false
03,实体课,17,,,true,23,23,false,17,22,false
03,实体课,18,常用词语和表达,常用词语和表达,true,51,51,false,18,23,false
03,实体课,19,常用词语和表达,常用词语和表达,true,48,48,false,19,24,false
03,实体课,20,常用词语和表达,常用词语和表达,true,52,52,false,20,25,false
03,实体课,21,常用词语和表达,常用词语和表达,true,54,54,false,21,26,false
03,实体课,22,常用词语和表达,常用词语和表达,true,48,48,false,22,27,false
03,实体课,23,请你说说,请你说说,true,55,55,false,23,28,false
03,实体课,24,,,true,24,24,false,24,29,false
03,实体课,25,听力练习,听力练习,true,65,65,false,25,30,false
03,实体课,26,听力练习,听力练习,true,101,101,false,26,31,false
03,实体课,27,,,true,23,23,false,27,33,false
03,实体课,28,介绍短文,介绍短文,true,57,57,false,28,34,false
03,实体课,29,短文（二）,短文（二）,true,50,50,false,29,35,false
03,实体课,30,,,true,23,23,false,30,36,false
03,实体课,31,常用词语和表达,常用词语和表达,true,56,56,false,31,37,false
03,实体课,32,常用词语和表达,常用词语和表达,true,50,50,false,32,38,false
03,实体课,33,常用词语和表达,常用词语和表达,true,49,49,false,33,39,false
03,实体课,34,常用词语和表达,常用词语和表达,true,51,51,false,34,40,false
03,实体课,35,常用词语和表达,常用词语和表达,true,48,48,false,35,41,false
03,实体课,36,常用词语和表达,常用词语和表达,true,48,48,false,36,42,false
03,实体课,37,请你说说,请你说说,true,55,55,false,37,43,false
03,实体课,38,,,true,24,24,false,38,44,false
03,实体课,39,听力练习,听力练习,true,65,65,false,39,45,false
03,实体课,40,听力练习,听力练习,true,110,110,false,40,46,false
03,实体课,41,,,true,23,23,false,41,48,false
03,实体课,42,介绍短文,介绍短文,true,52,52,false,42,49,false
03,实体课,43,短文（三）,短文（三）,true,50,50,false,43,50,false
03,实体课,44,,,true,23,23,false,44,51,false
03,实体课,45,常用词语和表达,常用词语和表达,true,48,48,false,45,53,false
03,实体课,46,请你说说,请你说说,true,55,55,false,46,55,false
03,实体课,47,,,true,23,23,false,47,56,false
03,实体课,48,请你介绍李大为,请你介绍李大为,true,66,66,false,48,57,false
03,实体课,49,根据课本，回答问题,根据课本，回答问题,true,106,106,false,49,58,false
03,实体课,50,请你说说,请你说说,true,178,178,false,50,59,false
04,在线预习,1,,,true,24,24,true,01,01,true
04,在线预习,2,学习流程图,学习流程图,true,19,19,true,02,02,true
04,在线预习,3,,,true,111,111,true,03,03,true
04,在线预习,4,,,true,35,35,true,04,04,true
04,在线预习,5,上（菜）,上（菜）,true,110,110,false,05,05,true
04,在线预习,6,司机,司机,true,112,110,false,06,06,true
04,在线预习,7,快餐店,快餐店,true,142,124,false,07,07,true
04,在线预习,8,点（菜）,点（菜）,true,100,99,false,08,08,true
04,在线预习,9,阅读,阅读,true,101,94,false,09,09,true
04,在线预习,10,请你说说它们的中文并造句,请你说说它们的中文并造句,true,53,53,true,10,10,true
04,在线预习,11,语伴,语伴,true,102,99,false,11,11,true
04,在线预习,12,讲座,讲座,true,109,104,false,12,12,true
04,在线预习,13,国际,国际,true,97,95,false,13,13,true
04,在线预习,14,发现,发现,true,101,102,false,14,14,true
04,在线预习,15,习惯,习惯,true,106,100,false,15,15,true
04,在线预习,16,请你说说它们的中文并造句,请你说说它们的中文并造句,true,48,48,true,16,16,true
04,在线预习,17,新闻,新闻,true,93,93,false,17,17,true
04,在线预习,18,字幕,字幕,true,97,98,false,18,18,true
04,在线预习,19,加倍,加倍,true,110,110,false,19,19,true
04,在线预习,20,解释,解释,true,99,96,false,20,20,true
04,在线预习,21,词语,词语,true,96,94,false,21,21,true
04,在线预习,22,请你说说它们的中文并造句,请你说说它们的中文并造句,true,48,48,true,22,22,true
04,在线预习,23,效率,效率,true,101,101,false,23,23,true
04,在线预习,24,印象,印象,true,138,132,false,24,24,true
04,在线预习,25,吃惊,吃惊,true,105,99,false,25,25,true
04,在线预习,26,聊,聊,true,108,104,false,26,26,true
04,在线预习,27,通常,通常,true,107,94,false,27,27,true
04,在线预习,28,请你说说它们的中文并造句,请你说说它们的中文并造句,true,50,50,true,28,28,true
04,在线预习,29,听力,听力,true,102,100,false,29,29,true
04,在线预习,30,异同,异同,true,130,120,false,30,30,true
04,在线预习,31,量,量,true,96,130,false,31,31,true
04,在线预习,32,量,量,true,70,63,false,32,31,false
04,在线预习,33,饿,饿,true,87,91,false,33,32,false
04,在线预习,34,,,true,21,21,false,34,33,false
04,在线预习,35,,,true,19,19,false,35,34,false
04,在线预习,36,对北京的印象,对北京的印象,true,99,99,false,36,35,false
