lesson_id,page_range,page_range_options,sequence,record_type,item_id,title,hanzi,pinyin,symbol,category,final_group,content_focus,exercise_type,source_set_id,source_chart_id,source_tone_sandhi_rule_id,related_rule_id,script_note,meaning_note,pronunciation_first,meaning_focus,requires_hanzi_recognition,includes_tones,is_page_range_flexible,notes
pinyin_lesson_03,P11,,11,pinyin_exercise,page_l3_11,拼音练习 2,,,,lesson_page,,第二组声母拼读练习，含声调。,,,pinyin_chart_l3_group_2,,,,,true,true,false,true,false,
pinyin_lesson_03,P12,,12,vocabulary_set,vocab_set_l3_02,词汇 2,,,,lesson_page,,擦、撒、绿色、负责、字、四、组、速度。,,vocab_set_l3_02,,,,,,true,true,false,,false,负责 依使用者原文保留，后续可确认是否改为 负责。
pinyin_lesson_03,P13,,13,vocab_exercise,page_l3_13,词汇练习 2,,,,lesson_page,,词汇 2 的发音与字义练习。,,vocab_set_l3_02,,,,,,true,true,false,,false,
pinyin_lesson_03,P14,,14,tone_sandhi_rule,rule_l3_yi_bu_tone_sandhi,规则：一不变调,,,,lesson_page,,学习 一/不 在语流中的变调规则。,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,false,
pinyin_lesson_03,P15,,15,tone_sandhi_exercise,page_l3_15,综合练习：一不变调,,,,lesson_page,,练习一不变调的听辨、朗读或选择。,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,false,
pinyin_lesson_03,,P16-P17|P16-P18,16,review_exercise,page_l3_16,课后练习,,,,lesson_page,,2-3 个题型整合复习。,,,,,,,,true,true,false,,true,
pinyin_lesson_03,P19,,17,initials_summary,summary_21_initials,21 声母总表,,,,lesson_page,,整理第一至第三课学完的 21 个声母。,,,,,,,,true,true,false,,false,
pinyin_lesson_03,P3,,90,warmup_activity,warmup_review_pinyin_lesson_02,暖身活动：复习前一课生词,,,,warmup_activity,,复习前一课的生词,,,,,,,,true,true,false,,,暖身活动放在学习目标之后，用前一课生词作为复习材料。
pinyin_lesson_03,P3,,91,warmup_activity_option,warmup_review_pinyin_lesson_02_option_1,连连看,,,,matching,,学生看照片，连到对应的拼音与汉字。,,,,,,,,true,true,false,,,
pinyin_lesson_03,P3,,92,warmup_activity_option,warmup_review_pinyin_lesson_02_option_2,听音猜意 flash card,,,,audio_flashcard,,正面播放生词音档，学生猜意思；反面显示汉字、拼音与图片。,,,,,,,,true,true,false,,,
pinyin_lesson_03,P4,,101,initial,initial_zh,声母 zh,,,zh,retroflex,,声母 zh。,,,,,,,,true,false,false,,,chart_page=P5; rule_page=
pinyin_lesson_03,P4,,102,initial,initial_ch,声母 ch,,,ch,retroflex,,声母 ch。,,,,,,,,true,false,false,,,chart_page=P5; rule_page=
pinyin_lesson_03,P4,,103,initial,initial_sh,声母 sh,,,sh,retroflex,,声母 sh。,,,,,,,,true,false,false,,,chart_page=P5; rule_page=
pinyin_lesson_03,P4,,104,initial,initial_r,声母 r,,,r,retroflex,,声母 r。,,,,,,,,true,false,false,,,chart_page=P5; rule_page=
pinyin_lesson_03,P9,,105,initial,initial_z,声母 z,,,z,dental_sibilant,,声母 z。,,,,,,,,true,false,false,,,chart_page=P10; rule_page=
pinyin_lesson_03,P9,,106,initial,initial_c,声母 c,,,c,dental_sibilant,,声母 c。,,,,,,,,true,false,false,,,chart_page=P10; rule_page=
pinyin_lesson_03,P9,,107,initial,initial_s,声母 s,,,s,dental_sibilant,,声母 s。,,,,,,,,true,false,false,,,chart_page=P10; rule_page=
pinyin_lesson_03,P5,,108,pinyin_chart,pinyin_chart_l3_group_1,zh ch sh r + a o e i u ü,,,,pinyin_chart,,initials=zh|ch|sh|r; finals=a|o|e|i|u|ü,,,,,,,,true,false,false,false,,
pinyin_lesson_03,P10,,109,pinyin_chart,pinyin_chart_l3_group_2,z c s + a o e i u ü,,,,pinyin_chart,,initials=z|c|s; finals=a|o|e|i|u|ü,,,,,,,,true,false,false,false,,
pinyin_lesson_03,P14,,110,tone_sandhi_rule,rule_l3_yi_bu_tone_sandhi,一不变调,,,,tone_sandhi_rule,,一、不在特定语音环境中会改变声调；练习目标是能正确朗读与听辨。,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,,
pinyin_lesson_03,P14,,111,tone_sandhi_rule_detail,rule_l3_yi_bu_tone_sandhi_yī_order,一 yī（顺序）,一,yī,,tone_sandhi_rule_detail,,读顺序时，例如星期一、第一、一楼,,,,,rule_l3_yi_bu_tone_sandhi,,,true,true,false,,,读星期一、第一、一楼等顺序用语时，一念一声。
pinyin_lesson_03,P14,,112,tone_sandhi_rule_detail,rule_l3_yi_bu_tone_sandhi_yī_digit,一 yī（数字）,一,yī,,tone_sandhi_rule_detail,,逐一读数字 1，例如电话号码或年份,,,,,rule_l3_yi_bu_tone_sandhi,,,true,true,false,,,读电话号码、年份、编号中的数字 1 时，通常念一声。
pinyin_lesson_03,P14,,113,tone_sandhi_rule_detail,rule_l3_yi_bu_tone_sandhi_yī_yí,一 yī→yí,一,yí,,tone_sandhi_rule_detail,,后面接第四声,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,,一 + 四声时常读二声。
pinyin_lesson_03,P14,,114,tone_sandhi_rule_detail,rule_l3_yi_bu_tone_sandhi_yī_yì,一 yī→yì,一,yì,,tone_sandhi_rule_detail,,后面接第一、二、三声,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,,一 + 非四声时常读四声。
pinyin_lesson_03,P14,,115,tone_sandhi_rule_detail,rule_l3_yi_bu_tone_sandhi_bù_bú,不 bù→bú,不,bú,,tone_sandhi_rule_detail,,后面接第四声,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,,不 + 四声时读二声。
pinyin_lesson_03,P14,,116,tone_sandhi_rule_detail,rule_l3_yi_bu_tone_sandhi_bù_bù,不 bù→bù,不,bù,,tone_sandhi_rule_detail,,其他情况,,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,,其他情况通常维持四声。
pinyin_lesson_03,P7,,117,vocabulary,vocab_l3_001_zhaji,炸鸡,炸鸡,zhájī,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,118,vocabulary,vocab_l3_002_cha,茶,茶,chá,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,119,vocabulary,vocab_l3_003_che,车,车,chē,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,120,vocabulary,vocab_l3_004_re,热,热,rè,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,121,vocabulary,vocab_l3_005_chi,吃,吃,chī,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,122,vocabulary,vocab_l3_006_shi,十,十,shí,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,123,vocabulary,vocab_l3_007_zhu,猪,猪,zhū,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P7,,124,vocabulary,vocab_l3_008_shu,书,书,shū,,vocab_set_l3_01,,,,vocab_set_l3_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,125,vocabulary,vocab_l3_009_ca,擦,擦,cā,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,126,vocabulary,vocab_l3_010_sa,撒,撒,sā,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,127,vocabulary,vocab_l3_011_lvse,绿色,绿色,lǜsè,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,128,vocabulary,vocab_l3_012_fuze,负责,负责,fùzé,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,user_input_simplified,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,129,vocabulary,vocab_l3_013_zi,字,字,zì,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,130,vocabulary,vocab_l3_014_si,四,四,sì,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,131,vocabulary,vocab_l3_015_zu,组,组,zǔ,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P12,,132,vocabulary,vocab_l3_016_sudu,速度,速度,sùdù,,vocab_set_l3_02,,,,vocab_set_l3_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_03,P6,,133,exercise,exercise_l3_p6_pinyin_group_1,含声调拼音练习,,,,exercise,,练习 zh/ch/sh/r + 韵母的含声调拼读。,含声调拼音练习,,pinyin_chart_l3_group_1,,,,,true,true,false,true,false,
pinyin_lesson_03,P8,,134,exercise,exercise_l3_p8_vocab_1,词汇 1 练习,,,,exercise,,确认词汇 1 发音与字义理解。,词汇 1 练习,vocab_set_l3_01,,,,,,true,true,false,,false,
pinyin_lesson_03,P11,,135,exercise,exercise_l3_p11_pinyin_group_2,含声调拼音练习,,,,exercise,,练习 z/c/s + 韵母的含声调拼读。,含声调拼音练习,,pinyin_chart_l3_group_2,,,,,true,true,false,true,false,
pinyin_lesson_03,P13,,136,exercise,exercise_l3_p13_vocab_2,词汇 2 练习,,,,exercise,,确认词汇 2 发音与字义理解。,词汇 2 练习,vocab_set_l3_02,,,,,,true,true,false,,false,
pinyin_lesson_03,P15,,137,exercise,exercise_l3_p15_yi_bu,一不变调综合练习,,,,exercise,,练习一不变调的朗读、听辨或选择。,一不变调综合练习,,,rule_l3_yi_bu_tone_sandhi,,,,true,true,false,,false,
pinyin_lesson_03,,P16-P17|P16-P18,138,exercise,exercise_l3_review,课后整合练习,,,,exercise,,用 2-3 个题型整合复习。,课后整合练习,,,,,,,true,true,false,,true,听音选拼音|看拼音朗读|字义配对|一不变调判断
pinyin_lesson_03,P19,,139,initials_summary,summary_21_initials,21 声母总表,,,,initials_summary,,b|p|m|f|d|t|n|l|g|k|h|j|q|x|zh|ch|sh|r|z|c|s,,,,,,,,true,false,false,,,
