lesson_id,lesson_title,record_id,record_type,section,source_pdf,source_page,source_page_range,source_pdf_page,source_pdf_page_range,teaching_order,chinese_simplified,pinyin,vietnamese,english,word_type_vi,word_type_abbr,han_viet,sample_sentence_pinyin,sample_sentence_zh,sample_sentence_vi,raw_source_text,classroom_visibility,teacher_review_status,approved,notes_for_review,generated_at
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V011,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,11,别的,biéde,cái khác,other,đại từ,代,biệt đích,hái yào biéde ma?,还要别的吗？,Còn muốn gì khác không?,别的 (代) biéde (biệt đích) other cái khác,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V012,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,12,橘子,júzi,quýt,orange/tangerine,danh từ,名,quất tử,júzi zěnme mài?,橘子怎么卖？,Quýt bán thế nào?,橘子 (名) júzi (quất tử) orange/tangerine quýt,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V013,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,13,怎么,zěnme,thế nào,how,đại từ,代,tẩm ma,júzi zěnme mài?,橘子怎么卖？,Quýt bán thế nào?,怎么 (代) zěnme (tẩm ma) how thế nào,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V014,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,14,卖,mài,bán,to sell,động từ,动,mại,zhè ge zěnme mài?,这个怎么卖？,Cái này bán thế nào?,卖 (动) mài (mại) to sell bán,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V015,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,15,一共,yígòng,"tất cả, tổng cộng",altogether,phó từ,副,nhất cộng,yígòng duōshao qián?,一共多少钱？,Tất cả bao nhiêu tiền?,"一共 (副) yígòng (nhất cộng) altogether tất cả, tổng cộng",student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V016,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,16,给,gěi,"cho, đưa",to give,động từ,动,cấp,gěi nǐ qián.,给你钱。,Đưa bạn tiền.,"给 (动) gěi (cấp) to give cho, đưa",student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V017,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,17,找,zhǎo,trả lại tiền thừa,to give change,động từ,动,trảo,zhǎo nín sānshísì kuài.,找您三十四块。,Trả lại bạn ba mươi bốn đồng.,找 (动) zhǎo (trảo) to give change trả lại tiền thừa,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,V018,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,18,毛,máo,hào (= 0.1 đồng),mao (0.1 yuan),lượng từ,量,mao,shíliù kuài wǔ máo.,十六块五毛。,Mười sáu đồng năm hào.,毛 (量) máo (mao) mao (0.1 yuan) hào (= 0.1 đồng),student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,T001,text,Bài đọc,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,63,63-64,81,81-82,19,你买什么？我买水果。苹果一斤多少钱？...,nǐ mǎi shénme?...,Bạn mua gì? Tôi mua trái cây...,,,,,,,,课文 full dialogue,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,G001,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,19,多少 vs 几：多少钱？你要几斤？,duōshao vs jǐ,多少 (bao nhiêu) vs 几 (mấy),,,,,,,,注释: 多少 vs 几：多少,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,G002,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,20,太...了：太贵了！太好了！,tài...le,太...了 (quá...rồi),,,,,,,,注释: 太...了：太贵了！,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-08,第八课 · 苹果一斤多少钱 · Bài 8 · Một cân táo bao nhiêu tiền,G003,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,65,65,83,83,21,"语气助词""吧""：两块五吧。","yǔqì zhùcí ""ba""","Trợ từ ""吧"" (đi/nhé)",,,,,,,,"注释: 语气助词""吧""：两块",student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
