lesson_id,page_range,page_range_options,sequence,record_type,item_id,title,hanzi,pinyin,symbol,category,final_group,content_focus,exercise_type,source_set_id,source_chart_id,source_tone_sandhi_rule_id,related_rule_id,script_note,meaning_note,pronunciation_first,meaning_focus,requires_hanzi_recognition,includes_tones,is_page_range_flexible,notes
pinyin_lesson_02,P7,,119,vocabulary,vocab_l2_003_nv,女,女,nǚ,,vocab_set_l2_01,,,,vocab_set_l2_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P7,,120,vocabulary,vocab_l2_004_lv,绿,绿,lǜ,,vocab_set_l2_01,,,,vocab_set_l2_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P7,,121,vocabulary,vocab_l2_005_ditu,地图,地图,dìtú,,vocab_set_l2_01,,,,vocab_set_l2_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P7,,122,vocabulary,vocab_l2_006_he,喝,喝,hē,,vocab_set_l2_01,,,,vocab_set_l2_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P7,,123,vocabulary,vocab_l2_007_kele,可乐,可乐,kělè,,vocab_set_l2_01,,,,vocab_set_l2_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P7,,124,vocabulary,vocab_l2_008_gege,哥哥,哥哥,gēge,,vocab_set_l2_01,,,,vocab_set_l2_01,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P12,,125,vocabulary,vocab_l2_009_ji,鸡,鸡,jī,,vocab_set_l2_02,,,,vocab_set_l2_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P12,,126,vocabulary,vocab_l2_010_ji,几,几,jǐ,,vocab_set_l2_02,,,,vocab_set_l2_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P12,,127,vocabulary,vocab_l2_011_qi,七,七,qī,,vocab_set_l2_02,,,,vocab_set_l2_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P12,,128,vocabulary,vocab_l2_012_xi,洗,洗,xǐ,,vocab_set_l2_02,,,,vocab_set_l2_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P12,,129,vocabulary,vocab_l2_013_xi,西,西,xī,,vocab_set_l2_02,,,,vocab_set_l2_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P12,,130,vocabulary,vocab_l2_014_qima,骑马,骑马,qímǎ,,vocab_set_l2_02,,,,vocab_set_l2_02,,,,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P15,,131,vocabulary,vocab_l2_015_qu,去,去,qù,,vocab_set_l2_03,,,,vocab_set_l2_03,,,rule_l2_jqx_u_umlaut,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P15,,132,vocabulary,vocab_l2_016_ju,橘,橘,jú,,vocab_set_l2_03,,,,vocab_set_l2_03,,,rule_l2_jqx_u_umlaut,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P15,,133,vocabulary,vocab_l2_017_jiqi,机器,机器,jīqì,,vocab_set_l2_03,,,,vocab_set_l2_03,,,rule_l2_jqx_u_umlaut,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P15,,134,vocabulary,vocab_l2_018_jixu,继续,继续,jìxù,,vocab_set_l2_03,,,,vocab_set_l2_03,,,rule_l2_jqx_u_umlaut,,,true,true,false,true,,发音正确，学习字义，不要求认字。
pinyin_lesson_02,P6,,135,exercise,exercise_l2_p6_pinyin_group_1,含声调拼音练习,,,,exercise,,练习 d/t/n/l/g/k/h + 韵母的含声调拼读。,含声调拼音练习,,pinyin_chart_l2_group_1,,,,,true,true,false,true,false,
pinyin_lesson_02,P8,,136,exercise,exercise_l2_p8_vocab_1,词汇 1 练习,,,,exercise,,确认词汇 1 发音与字义理解。,词汇 1 练习,vocab_set_l2_01,,,,,,true,true,false,,false,
pinyin_lesson_02,P11,,137,exercise,exercise_l2_p11_pinyin_group_2,含声调拼音练习,,,,exercise,,练习 j/q/x + 韵母的含声调拼读。,含声调拼音练习,,pinyin_chart_l2_group_2,,,,,true,true,false,true,false,
pinyin_lesson_02,P13,,138,exercise,exercise_l2_p13_vocab_2,词汇 2 练习,,,,exercise,,确认词汇 2 发音与字义理解。,词汇 2 练习,vocab_set_l2_02,,,,,,true,true,false,,false,
pinyin_lesson_02,P16,,139,exercise,exercise_l2_p16_vocab_3,词汇 3 练习,,,,exercise,,确认词汇 3 发音、字义与 j/q/x 拼写规则。,词汇 3 练习,vocab_set_l2_03,,,rule_l2_jqx_u_umlaut,,,true,true,false,,false,
pinyin_lesson_02,,P17-P18|P17-P19,140,exercise,exercise_l2_review,课后整合练习,,,,exercise,,用 2-3 个题型整合复习。,课后整合练习,,,,,,,true,true,false,,true,听音选拼音|看拼音朗读|字义配对
