lesson_key,retrospective_not_generation_input,deck,deck_label,slide_number,slide_id,observed_layout,slide_title_and_visible_text,student_action_observed,speaker_notes_excerpt,textbook_printed_pages_observed,audio_track_observed,image_count,audio_relationship_count,materials_observed,source_refs,source_ref_status,qa_status
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,11,L01-online-011,vocabulary-card,第一课 · 丽丽是独生女 | 11 | 开夜车 | 教材 P1–2 | 开夜车 | kāiyèchē | 词类：— | 意思：to work in the night | 使用场合：放在句子中说明相关信息 | 例句：为了完成工作，他有时候开夜车。 | 扩展：请把“开夜车”换成你的信息，说一句话。,例句：为了完成工作，他有时候开夜车。,词语 开夜车；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,12,L01-online-012,vocabulary-card,第一课 · 丽丽是独生女 | 12 | 受欢迎 | 教材 P1–2 | 受欢迎 | shòu huānyíng | 词类：— | 意思：popular; to be well received | 使用场合：放在句子中说明相关信息 | 例句：这家餐厅很受学生欢迎。 | 扩展：请把“受欢迎”换成你的信息，说一句话。,扩展：请把“受欢迎”换成你的信息，说一句话。,词语 受欢迎；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,13,L01-online-013,vocabulary-card,第一课 · 丽丽是独生女 | 13 | 帮助 | 教材 P1–2 | 帮助 | bāngzhù | 词类：动 | 意思：to help | 使用场合：说明动作或计划 | 例句：朋友的建议对我有帮助。 | 扩展：请把“帮助”换成你的信息，说一句话。,扩展：请把“帮助”换成你的信息，说一句话。,词语 帮助；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,14,L01-online-014,vocabulary-card,第一课 · 丽丽是独生女 | 14 | 放假 | 教材 P1–2 | 放假 | fàngjià | 词类：— | 意思：to have vacation; to have a day off | 使用场合：放在句子中说明相关信息 | 例句：放假的时候，我喜欢旅行。 | 扩展：请把“放假”换成你的信息，说一句话。,扩展：请把“放假”换成你的信息，说一句话。,词语 放假；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,15,L01-online-015,vocabulary-card,第一课 · 丽丽是独生女 | 15 | 越来越 | 教材 P1–2 | 越来越 | yuèláiyuè | 词类：— | 意思：more and more | 使用场合：放在句子中说明相关信息 | 例句：我的中文越来越好。 | 扩展：请把“越来越”换成你的信息，说一句话。,扩展：请把“越来越”换成你的信息，说一句话。,词语 越来越；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,16,L01-online-016,vocabulary-card,第一课 · 丽丽是独生女 | 16 | 拍 | 教材 P1–2 | 拍 | pāi | 词类：动 | 意思：to take (a picture); to shoot | 使用场合：说明动作或计划 | 例句：我喜欢拍照片。 | 扩展：请把“拍”换成你的信息，说一句话。,扩展：请把“拍”换成你的信息，说一句话。,词语 拍；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,17,L01-online-017,vocabulary-card,第一课 · 丽丽是独生女 | 17 | 照片 | 教材 P1–2 | 照片 | zhàopiān | 词类：名 | 意思：photograph | 使用场合：谈论人、事物或生活信息 | 例句：这张照片是在北京拍的。 | 扩展：请把“照片”换成你的信息，说一句话。,扩展：请把“照片”换成你的信息，说一句话。,词语 照片；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,18,L01-online-018,vocabulary-card,第一课 · 丽丽是独生女 | 18 | 适应 | 教材 P1–2 | 适应 | shìyìng | 词类：动 | 意思：to be adapted to | 使用场合：说明动作或计划 | 例句：我已经慢慢适应了大学生活。 | 扩展：请把“适应”换成你的信息，说一句话。,扩展：请把“适应”换成你的信息，说一句话。,词语 适应；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,19,L01-online-019,vocabulary-card,第一课 · 丽丽是独生女 | 19 | 要求 | 教材 P1–2 | 要求 | yāoqiú | 词类：名/动 | 意思：requirement; to request | 使用场合：说明事情，也可以表示提出要求 | 例句：老师对作业的要求很清楚。 | 扩展：请把“要求”换成你的信息，说一句话。,扩展：请把“要求”换成你的信息，说一句话。,词语 要求；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,20,L01-online-020,vocabulary-card,第一课 · 丽丽是独生女 | 20 | 卫生 | 教材 P1–2 | 卫生 | wèishēng | 词类：形 | 意思：clean | 使用场合：说明状态、感觉或评价 | 例句：自己做饭不仅好吃，而且卫生。 | 扩展：请把“卫生”换成你的信息，说一句话。,扩展：请把“卫生”换成你的信息，说一句话。,词语 卫生；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,21,L01-online-021,vocabulary-card,第一课 · 丽丽是独生女 | 21 | 担心 | 教材 P1–2 | 担心 | dānxīn | 词类：— | 意思：to worry; to feel anxious | 使用场合：放在句子中说明相关信息 | 例句：父母为孩子的安全担心。 | 扩展：请把“担心”换成你的信息，说一句话。,扩展：请把“担心”换成你的信息，说一句话。,词语 担心；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,22,L01-online-022,vocabulary-card,第一课 · 丽丽是独生女 | 22 | 父母 | 教材 P1–2 | 父母 | fùmǔ | 词类：名 | 意思：parents | 使用场合：谈论人、事物或生活信息 | 例句：我的父母住在家乡。 | 扩展：请把“父母”换成你的信息，说一句话。,扩展：请把“父母”换成你的信息，说一句话。,词语 父母；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,23,L01-online-023,vocabulary-card,第一课 · 丽丽是独生女 | 23 | 空儿 | 教材 P1–2 | 空儿 | kòngr | 词类：名 | 意思：free time | 使用场合：谈论人、事物或生活信息 | 例句：有空儿的时候给我打电话。 | 扩展：请把“空儿”换成你的信息，说一句话。,扩展：请把“空儿”换成你的信息，说一句话。,词语 空儿；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,24,L01-online-024,vocabulary-card,第一课 · 丽丽是独生女 | 24 | 设计 | 教材 P1–2 | 设计 | shèjì | 词类：动 | 意思：to design | 使用场合：说明动作或计划 | 例句：她在广告公司做设计。 | 扩展：请把“设计”换成你的信息，说一句话。,扩展：请把“设计”换成你的信息，说一句话。,词语 设计；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,25,L01-online-025,vocabulary-card,第一课 · 丽丽是独生女 | 25 | 毕业 | 教材 P1–2 | 毕业 | bìyè | 词类：— | 意思：to graduate | 使用场合：放在句子中说明相关信息 | 例句：我明年大学毕业。 | 扩展：请把“毕业”换成你的信息，说一句话。,扩展：请把“毕业”换成你的信息，说一句话。,词语 毕业；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,26,L01-online-026,vocabulary-card,第一课 · 丽丽是独生女 | 26 | 公司 | 教材 P1–2 | 公司 | gōngsī | 词类：名 | 意思：company | 使用场合：谈论人、事物或生活信息 | 例句：我哥哥在一家大公司工作。 | 扩展：请把“公司”换成你的信息，说一句话。,扩展：请把“公司”换成你的信息，说一句话。,词语 公司；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,27,L01-online-027,vocabulary-card,第一课 · 丽丽是独生女 | 27 | 老板 | 教材 P1–2 | 老板 | lǎobǎn | 词类：名 | 意思：boss | 使用场合：谈论人、事物或生活信息 | 例句：老板对我们的工作很满意。 | 扩展：请把“老板”换成你的信息，说一句话。,扩展：请把“老板”换成你的信息，说一句话。,词语 老板；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,28,L01-online-028,vocabulary-card,第一课 · 丽丽是独生女 | 28 | 生活 | 教材 P1–2 | 生活 | shēnghuó | 词类：动/名 | 意思：to live; life | 使用场合：谈论生活或生活方式 | 例句：我喜欢现在的大学生活。 | 扩展：请把“生活”换成你的信息，说一句话。,扩展：请把“生活”换成你的信息，说一句话。,词语 生活；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,29,L01-online-029,vocabulary-card,第一课 · 丽丽是独生女 | 29 | 客户 | 教材 P1–2 | 客户 | kèhù | 词类：名 | 意思：client | 使用场合：谈论人、事物或生活信息 | 例句：客户提出了新的要求。 | 扩展：请把“客户”换成你的信息，说一句话。,扩展：请把“客户”换成你的信息，说一句话。,词语 客户；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,30,L01-online-030,vocabulary-card,第一课 · 丽丽是独生女 | 30 | 烧茄子 | 教材 P1–2 | 烧茄子 | shāoqiézi | 词类：名 | 意思：eggplant cooked in soy sauce | 使用场合：谈论人、事物或生活信息 | 例句：朋友最爱吃她做的烧茄子。 | 扩展：请把“烧茄子”换成你的信息，说一句话。,扩展：请把“烧茄子”换成你的信息，说一句话。,词语 烧茄子；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,31,L01-online-031,vocabulary-card,第一课 · 丽丽是独生女 | 31 | 糖醋鱼 | 教材 P1–2 | 糖醋鱼 | tángcùyú | 词类：名 | 意思：sweet and sour fish | 使用场合：谈论人、事物或生活信息 | 例句：春节我想做一道糖醋鱼。 | 扩展：请把“糖醋鱼”换成你的信息，说一句话。,扩展：请把“糖醋鱼”换成你的信息，说一句话。,词语 糖醋鱼；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,32,L01-online-032,vocabulary-card,第一课 · 丽丽是独生女 | 32 | 春节 | 教材 P1–2 | 春节 | Chūn Jié | 词类：专有名词 | 意思：Spring Festival; Chinese New Year | 使用场合：介绍地点、学校或节日 | 例句：春节的时候，我们一起回家。 | 扩展：请把“春节”换成你的信息，说一句话。,使用场合：介绍地点、学校或节日,词语 春节；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,33,L01-online-033,vocabulary-card,第一课 · 丽丽是独生女 | 33 | 广州美术学院 | 教材 P1–2 | 广州美术学院 | Guǎngzhōu Měishù Xuéyuàn | 词类：专有名词 | 意思：Guangzhou Academy of Fine Arts | 使用场合：介绍地点、学校或节日 | 例句：她在广州美术学院学习设计。 | 扩展：请把“广州美术学院”换成你的信息，说一句话。,使用场合：介绍地点、学校或节日,词语 广州美术学院；学生看拼音、词类、意思、使用场合、例句，并替换成个人信息。,1–2,,1,0,教材,00-source/source-extraction-draft.json#sections.vocabulary,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,34,L01-online-034,text-reading-or-record,第一课 · 丽丽是独生女 | 34 | 丽丽在北京找到了工作（1/4） | 教材 P5–6 | 王丽丽是家里的独生女，今年7月大学毕业，在北京找到了工作。8月，她就要离开父母，去北京生活。丽丽出生在广州，她爸爸是一家公司的老板，妈妈是小 | 读一读：找出人物、地点和事情。,读一读：找出人物、地点和事情。,短文正文分段；来源 short_text_1; 学生自主阅读并标记卡点。,5–6,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,35,L01-online-035,text-reading-or-record,第一课 · 丽丽是独生女 | 35 | 丽丽在北京找到了工作（2/4） | 教材 P5–6 | 学音乐老师。丽丽从出生到大学毕业一直和父母住在一起，还没有一个人生活过。爸爸说：“广州也有不少好公司，爸爸的公司就不错，为什么一定要去北京？ | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_1; 学生自主阅读并标记卡点。,5–6,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,36,L01-online-036,text-reading-or-record,第一课 · 丽丽是独生女 | 36 | 丽丽在北京找到了工作（3/4） | 教材 P5–6 | 北京的冬天那么冷，你不一定能适应。”妈妈说：“孩子，你爸爸说得对。你一个人住，什么事都得自己做。你能行吗？”丽丽对他们说：“爸、妈，我对这份 | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_1; 学生自主阅读并标记卡点。,5–6,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,37,L01-online-037,text-reading-or-record,第一课 · 丽丽是独生女 | 37 | 丽丽在北京找到了工作（4/4） | 教材 P5–6 | 工作很满意。你们别为我担心，我已经23岁了，能自己照顾自己。如果有空儿，我就给你们打电话。” | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_1; 学生自主阅读并标记卡点。,5–6,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,38,L01-online-038,text-reading-or-record,第一课 · 丽丽是独生女 | 38 | 短文一：家庭信息 | 教材 P5–6 | 读完短文后，写下三项信息： | 丽丽的家庭成员和职业 丽丽毕业后的打算 父母的想法和丽丽的想法 | 我的记录 | 家庭： | 工作： | 父母想法： | 用自己的话说 6–8 句。,读完短文后，写下三项信息：,对应短文一 present / compare；学生形成口语准备。,5–6,,0,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,39,L01-online-039,text-reading-or-record,第一课 · 丽丽是独生女 | 39 | 丽丽工作很努力（1/3） | 教材 P7–8 | 丽丽在广州美术学院学的是设计，现在是广告公司的设计师。这是一家很有名的大公司，工作要求高，丽丽觉得压力很大。广告公司的工作很忙，从星期一到星 | 读一读：找出人物、地点和事情。,读一读：找出人物、地点和事情。,短文正文分段；来源 short_text_2; 学生自主阅读并标记卡点。,7–8,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_2,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,40,L01-online-040,text-reading-or-record,第一课 · 丽丽是独生女 | 40 | 丽丽工作很努力（2/3） | 教材 P7–8 | 期五，每天早上9点上班，下午6点下班。为了设计出让客户满意的广告，有时候还需要开夜车，很晚才能睡觉。但是丽丽很爱自己的工作，工作特别努力，她 | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_2; 学生自主阅读并标记卡点。,7–8,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_2,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,41,L01-online-041,text-reading-or-record,第一课 · 丽丽是独生女 | 41 | 丽丽工作很努力（3/3） | 教材 P7–8 | 的设计越来越受客户欢迎，老板对她的工作也很满意。 | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_2; 学生自主阅读并标记卡点。,7–8,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_2,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,42,L01-online-042,text-reading-or-record,第一课 · 丽丽是独生女 | 42 | 短文二：工作信息 | 教材 P7–8 | 找出并记录：工作时间 · 工作要求 · 工作态度 · 工作结果 | 什么时候上班、下班？ | 为什么有压力？ | 丽丽怎样工作？ | 客户和老板怎么看？ | 准备说 6–8 句，说明“她在哪里做什么工作”。,准备说 6–8 句，说明“她在哪里做什么工作”。,,7–8,,0,0,教材,00-source/source-extraction-draft.json#sections.short_text_2,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,43,L01-online-043,text-reading-or-record,第一课 · 丽丽是独生女 | 43 | 丽丽的爱好很多（1/4） | 教材 P8–9 | 有空儿的时候，丽丽喜欢自己做饭。她租的房子不大，可是厨房很好。她说，自己做饭不仅好吃，而且卫生，对身体更好。刚来北京的时候，她真的有点儿不适 | 读一读：找出人物、地点和事情。,读一读：找出人物、地点和事情。,短文正文分段；来源 short_text_3; 学生自主阅读并标记卡点。,8–9,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_3,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,44,L01-online-044,text-reading-or-record,第一课 · 丽丽是独生女 | 44 | 丽丽的爱好很多（2/4） | 教材 P8–9 | 应，常常想家。现在，她来北京已经半年多了，生活和工作都慢慢适应了，也交上了新朋友。她最好的朋友是小明、小兰。放假的时候，他们常常一起做饭。丽 | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_3; 学生自主阅读并标记卡点。,8–9,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_3,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,45,L01-online-045,text-reading-or-record,第一课 · 丽丽是独生女 | 45 | 丽丽的爱好很多（3/4） | 教材 P8–9 | 丽做的饭越来越好吃，朋友们最爱吃她做的烧茄子和糖醋鱼。春节的时候丽丽上班的公司放7天假，她打算回广州，要给爸爸妈妈做几个好吃的菜。除了做饭， | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_3; 学生自主阅读并标记卡点。,8–9,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_3,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,46,L01-online-046,text-reading-or-record,第一课 · 丽丽是独生女 | 46 | 丽丽的爱好很多（4/4） | 教材 P8–9 | 丽丽还喜欢拍照片。因为她是学设计的，所以她拍的照片很漂亮。她说，拍照片对她的设计工作有帮助。 | 圈出你认识的词语，再标记不懂的地方。,圈出你认识的词语，再标记不懂的地方。,短文正文分段；来源 short_text_3; 学生自主阅读并标记卡点。,8–9,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_3,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,47,L01-online-047,text-reading-or-record,第一课 · 丽丽是独生女 | 47 | 短文三：爱好信息 | 教材 P8–9 | 找出并记录：爱好 · 原因 · 结果 | 她喜欢做什么？ | 为什么喜欢？ | 带来什么帮助？ | 我的爱好 | 我喜欢…… | 因为…… | 对……有帮助。 | 准备说 6–8 句。,准备说 6–8 句。,,8–9,,0,0,教材,00-source/source-extraction-draft.json#sections.short_text_3,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,48,L01-online-048,content-prompt,第一课 · 丽丽是独生女 | 48 | 出生在 | 教材 P6 | 出生在 | 情境：谈论家庭生活 | 例句：我出生在河内。 | 我的三句话 | 1. | 2. | 3.,,常用表达 出生在；每项完成三句个人造句。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,49,L01-online-049,content-prompt,第一课 · 丽丽是独生女 | 49 | ……是…… | 教材 P6 | ……是…… | 情境：谈论家庭生活 | 例句：我的爱好是做饭。 | 我的三句话 | 1. | 2. | 3.,,常用表达 ……是……；每项完成三句个人造句。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,50,L01-online-050,content-prompt,第一课 · 丽丽是独生女 | 50 | 什么 | 教材 P6 | 什么 | 情境：谈论家庭生活 | 例句：你什么时候有空儿？ | 我的三句话 | 1. | 2. | 3.,,常用表达 什么；每项完成三句个人造句。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,51,L01-online-051,content-prompt,第一课 · 丽丽是独生女 | 51 | 为……担心 | 教材 P6 | 为……担心 | 情境：谈论家庭生活 | 例句：父母为我的安全担心。 | 我的三句话 | 1. | 2. | 3.,,常用表达 为……担心；每项完成三句个人造句。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
