lesson_id,page_range,page_range_options,sequence,record_type,item_id,title,hanzi,pinyin,category,content_focus,exercise_type,source_set_id,related_rule_id,pronunciation_first,meaning_focus,requires_hanzi_recognition,is_page_range_flexible,notes
pinyin_lesson_07,P16,,114,spelling_rule,rule_l7_u_wu,u → wu,,,spelling_rule,韵母独立成音节时，需要依规则改写拼音开头。,,,rule_l7_u_wu,true,true,false,,
pinyin_lesson_07,P16,,115,spelling_rule_mapping,rule_l7_u_wu_u_to_wu,u→wu,,,spelling_rule_mapping,u is written as wu.,,,rule_l7_u_wu,true,true,false,,
pinyin_lesson_07,P19,,116,spelling_rule,rule_l7_u_compound_w,ua/uo/uai/uan/uang/ueng → wa/wo/wai/wan/wang/weng,,,spelling_rule,韵母独立成音节时，需要依规则改写拼音开头。,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P19,,117,spelling_rule_mapping,rule_l7_u_compound_w_ua_to_wa,ua→wa,,,spelling_rule_mapping,ua is written as wa.,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P19,,118,spelling_rule_mapping,rule_l7_u_compound_w_uo_to_wo,uo→wo,,,spelling_rule_mapping,uo is written as wo.,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P19,,119,spelling_rule_mapping,rule_l7_u_compound_w_uai_to_wai,uai→wai,,,spelling_rule_mapping,uai is written as wai.,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P19,,120,spelling_rule_mapping,rule_l7_u_compound_w_uan_to_wan,uan→wan,,,spelling_rule_mapping,uan is written as wan.,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P19,,121,spelling_rule_mapping,rule_l7_u_compound_w_uang_to_wang,uang→wang,,,spelling_rule_mapping,uang is written as wang.,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P19,,122,spelling_rule_mapping,rule_l7_u_compound_w_ueng_to_weng,ueng→weng,,,spelling_rule_mapping,ueng is written as weng.,,,rule_l7_u_compound_w,true,true,false,,
pinyin_lesson_07,P22,,123,spelling_rule,rule_l7_ui_un_wei_wen,ui/un → wei/wen,,,spelling_rule,韵母独立成音节时，需要依规则改写拼音开头。,,,rule_l7_ui_un_wei_wen,true,true,false,,
pinyin_lesson_07,P22,,124,spelling_rule_mapping,rule_l7_ui_un_wei_wen_ui_to_wei,ui→wei,,,spelling_rule_mapping,ui is written as wei.,,,rule_l7_ui_un_wei_wen,true,true,false,,
pinyin_lesson_07,P22,,125,spelling_rule_mapping,rule_l7_ui_un_wei_wen_un_to_wen,un→wen,,,spelling_rule_mapping,un is written as wen.,,,rule_l7_ui_un_wei_wen,true,true,false,,
pinyin_lesson_07,P26,,126,spelling_rule,rule_l7_u_umlaut_y,ü/üe/üan/ün → yu/yue/yuan/yun,,,spelling_rule,韵母独立成音节时，需要依规则改写拼音开头。,,,rule_l7_u_umlaut_y,true,true,false,,
pinyin_lesson_07,P26,,127,spelling_rule_mapping,rule_l7_u_umlaut_y_ü_to_yu,ü→yu,,,spelling_rule_mapping,ü is written as yu.,,,rule_l7_u_umlaut_y,true,true,false,,
pinyin_lesson_07,P26,,128,spelling_rule_mapping,rule_l7_u_umlaut_y_üe_to_yue,üe→yue,,,spelling_rule_mapping,üe is written as yue.,,,rule_l7_u_umlaut_y,true,true,false,,
pinyin_lesson_07,P26,,129,spelling_rule_mapping,rule_l7_u_umlaut_y_üan_to_yuan,üan→yuan,,,spelling_rule_mapping,üan is written as yuan.,,,rule_l7_u_umlaut_y,true,true,false,,
pinyin_lesson_07,P26,,130,spelling_rule_mapping,rule_l7_u_umlaut_y_ün_to_yun,ün→yun,,,spelling_rule_mapping,ün is written as yun.,,,rule_l7_u_umlaut_y,true,true,false,,
pinyin_lesson_07,P6,,131,vocabulary,vocab_l7_001_yi,一,一,yī,vocab_set_l7_01,,,vocab_set_l7_01,rule_l7_i_yi_yin_ying,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P6,,132,vocabulary,vocab_l7_002_yin,音,音,yīn,vocab_set_l7_01,,,vocab_set_l7_01,rule_l7_i_yi_yin_ying,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P6,,133,vocabulary,vocab_l7_003_ying,赢,赢,yíng,vocab_set_l7_01,,,vocab_set_l7_01,rule_l7_i_yi_yin_ying,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P10,,134,vocabulary,vocab_l7_004_ya,鸭,鸭,yā,vocab_set_l7_02,,,vocab_set_l7_02,rule_l7_i_compound_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P10,,135,vocabulary,vocab_l7_005_yeye,爷爷,爷爷,yéye,vocab_set_l7_02,,,vocab_set_l7_02,rule_l7_i_compound_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P10,,136,vocabulary,vocab_l7_006_yao,药,药,yào,vocab_set_l7_02,,,vocab_set_l7_02,rule_l7_i_compound_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P10,,137,vocabulary,vocab_l7_007_yanse,颜色,颜色,yánsè,vocab_set_l7_02,,,vocab_set_l7_02,rule_l7_i_compound_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P10,,138,vocabulary,vocab_l7_008_yang,羊,羊,yáng,vocab_set_l7_02,,,vocab_set_l7_02,rule_l7_i_compound_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P10,,139,vocabulary,vocab_l7_009_shiyong,使用,使用,shǐyòng,vocab_set_l7_02,,,vocab_set_l7_02,rule_l7_i_compound_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P13,,140,vocabulary,vocab_l7_010_youyong,游泳,游泳,yóuyǒng,vocab_set_l7_03,,,vocab_set_l7_03,rule_l7_iu_you,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P17,,141,vocabulary,vocab_l7_011_wu,五,五,wǔ,vocab_set_l7_04,,,vocab_set_l7_04,rule_l7_u_wu,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P20,,142,vocabulary,vocab_l7_012_wazi,袜子,袜子,wàzi,vocab_set_l7_05,,,vocab_set_l7_05,rule_l7_u_compound_w,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P20,,143,vocabulary,vocab_l7_013_wo,我,我,wǒ,vocab_set_l7_05,,,vocab_set_l7_05,rule_l7_u_compound_w,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P20,,144,vocabulary,vocab_l7_014_waimian,外面,外面,wàimiàn,vocab_set_l7_05,,,vocab_set_l7_05,rule_l7_u_compound_w,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P20,,145,vocabulary,vocab_l7_015_wan,玩,玩,wán,vocab_set_l7_05,,,vocab_set_l7_05,rule_l7_u_compound_w,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P20,,146,vocabulary,vocab_l7_016_wangji,忘记,忘记,wàngjì,vocab_set_l7_05,,,vocab_set_l7_05,rule_l7_u_compound_w,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P20,,147,vocabulary,vocab_l7_017_weng,瓮,瓮,wèng,vocab_set_l7_05,,,vocab_set_l7_05,rule_l7_u_compound_w,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P23,,148,vocabulary,vocab_l7_018_wei,喂,喂,wéi,vocab_set_l7_06,,,vocab_set_l7_06,rule_l7_ui_un_wei_wen,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P23,,149,vocabulary,vocab_l7_019_wenhua,文化,文化,wénhuà,vocab_set_l7_06,,,vocab_set_l7_06,rule_l7_ui_un_wei_wen,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P27,,150,vocabulary,vocab_l7_020_yu_fish,鱼,鱼,yú,vocab_set_l7_07,,,vocab_set_l7_07,rule_l7_u_umlaut_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P27,,151,vocabulary,vocab_l7_021_yu_rain,雨,雨,yǔ,vocab_set_l7_07,,,vocab_set_l7_07,rule_l7_u_umlaut_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P27,,152,vocabulary,vocab_l7_022_yue,月,月,yuè,vocab_set_l7_07,,,vocab_set_l7_07,rule_l7_u_umlaut_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P27,,153,vocabulary,vocab_l7_024_yuenan,越南,越南,Yuènán,vocab_set_l7_07,,,vocab_set_l7_07,rule_l7_word_pinyin_spacing,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P27,,154,vocabulary,vocab_l7_025_yuan,圆,圆,yuán,vocab_set_l7_07,,,vocab_set_l7_07,rule_l7_u_umlaut_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P27,,155,vocabulary,vocab_l7_026_yun,云,云,yún,vocab_set_l7_07,,,vocab_set_l7_07,rule_l7_u_umlaut_y,true,true,false,,发音正确，学习字义，不要求认字。
pinyin_lesson_07,P29,,156,word_spacing_rule,rule_l7_word_pinyin_spacing,生词拼音的连写,,,word_spacing_rule,一个词的拼音通常连写；越南是一个词，所以写作 Yuènán，而不是分开写 Yuè nán。,,,rule_l7_word_pinyin_spacing,true,true,false,,
pinyin_lesson_07,P14,,157,exercise,exercise_l7_p14_vocab_1_3,词汇练习 1,,,exercise,练习词汇 1-3 中的十个生词。,词汇练习 1,vocab_set_l7_01|vocab_set_l7_02|vocab_set_l7_03,,true,true,false,false,
pinyin_lesson_07,P24,,158,exercise,exercise_l7_p24_vocab_4_6,词汇练习 2,,,exercise,练习词汇 4-6 中的十个生词。,词汇练习 2,vocab_set_l7_04|vocab_set_l7_05|vocab_set_l7_06,,true,true,false,false,
pinyin_lesson_07,P28,,159,exercise,exercise_l7_p28_vocab_7,词汇练习 3,,,exercise,练习词汇 7。,词汇练习 3,vocab_set_l7_07,,true,true,false,false,
pinyin_lesson_07,,P30-P31|P30-P32,160,exercise,exercise_l7_review,课后整合练习,,,exercise,用 2-3 个题型整合复习。,课后整合练习,,,true,true,false,true,看拼音朗读|字义配对|听音猜意|拼音变化规则判断|生词拼音连写判断
pinyin_lesson_07,,P33|P34,161,spelling_rule_summary,summary_l7_i_u_umlaut_rules,i/u/ü 变化规则总结表格,,,spelling_rule_summary,rule_l7_i_yi_yin_ying|rule_l7_i_compound_y|rule_l7_iu_you|rule_l7_u_wu|rule_l7_u_compound_w|rule_l7_ui_un_wei_wen|rule_l7_u_umlaut_y,,,,true,true,false,true,总结表格页码取决于课后练习是 2 页或 3 页。
