lesson_id,lesson_title,record_id,record_type,section,source_pdf,source_page,source_page_range,teaching_order,chinese_simplified,pinyin,vietnamese,word_type_vi,raw_source_text,classroom_visibility,teacher_review_status,approved,notes_for_review,generated_at
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V012,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,13,知道,zhīdào,biết,động từ,知道（动）zhīdào (tri đạo) to know biết,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V013,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,14,电话,diànhuà,điện thoại,danh từ,电话（名）diànhuà (điện thoại) telephone điện thoại,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V013A,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,14.1,电,diàn,điện,danh từ,电（名）diàn (điện) electricity điện. Sub-entry under 电话.,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V013B,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,14.2,话,huà,lời nói,danh từ,话（名）huà (thoại) words; speech lời nói. Sub-entry under 电话.,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V014,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,15,号码,hàomǎ,"số, mã số",danh từ,"号码（名）hàomǎ (hiệu mã) number số, mã số",student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V015,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,16,零（〇）,líng,"lẻ, số không",số từ,"零（〇）（数）líng (linh) zero lẻ, số không",student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V016,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,17,手机,shǒujī,điện thoại di động,danh từ,手机（名）shǒujī (thủ cơ) mobile phone điện thoại di động,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,V016A,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,17.1,手,shǒu,tay,danh từ,手（名）shǒu (thủ) hand tay. Sub-entry under 手机.,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,N001,concept,Văn hóa bổ sung,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,18,请问，……？,qǐngwèn,"Khi muốn hỏi người lạ hoặc hỏi trong tình huống lịch sự, tiếng Trung thường mở đầu bằng “请问，……？”. Tiếng Việt hay nói “Bạn cho tôi hỏi...” hoặc “Anh cho em hỏi...”, nhưng không nên dịch thẳng thành “你给我问”. Câu đó trong tiếng Trung nghe như “bạn đưa cho tôi quyền hỏi / bạn cho tôi hỏi đi”, không tự nhiên và hơi thiếu lịch sự. Cách đúng, gọn và lịch sự là dùng “请问”.",,向别人询问事情时常说“请问，……?” Vietnamese comparison added for teaching: avoid word-for-word translation of “Bạn cho tôi hỏi...” as “你给我问”; use “请问” instead.,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,N002,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,78,78,19,呢,ne,"Trong câu “他在家呢”, chữ “呢” đứng cuối câu để làm câu nghe tự nhiên hơn và nhấn mạnh: người đó đang ở nhà thật. Có thể hiểu đơn giản là người nói đang xác nhận tình huống hiện tại, không phải đặt câu hỏi.",trợ từ,“呢”用在陈述句尾，表示肯定的语气以确认事实。,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,G001,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,79,79-80,22,汉语句子的语序,Hànyǔ jùzi de yǔxù,"Tiếng Hán rất coi trọng thứ tự từ. Nói đơn giản: trước hết nói “ai / cái gì”, sau đó nói “làm gì / như thế nào”, rồi mới thêm nơi chốn, thời gian hoặc đồ vật liên quan. Nếu đổi chỗ lung tung, người nghe vẫn thấy từng từ quen, nhưng cả câu sẽ khó hiểu. Khi mới học, cứ giữ khung dễ nhớ: ai + làm gì + với cái gì / ở đâu.",,Textbook grammar absorbed and rewritten simply: 汉语没有严格意义上的形态变化，语序是汉语的主要语法手段。汉语的句子由主语、谓语、宾语、定语、状语、补语等六种成分组成。,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,G002,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,80,80,23,动词谓语句,dòngcí wèiyǔ jù,"Khi trong câu có một hành động chính, hãy đọc theo mẫu rất đơn giản: ai + làm gì + cái gì. Ví dụ “我学习汉语” nghĩa là “tôi học tiếng Hán”: 我 là người làm, 学习 là việc đang làm, 汉语 là thứ được học. “王老师住十八楼” cũng giống vậy: thầy Vương + ở + tầng 18.",,Textbook grammar absorbed and rewritten simply: 动词作谓语主要成分的句子叫动词谓语句。语序是：主语 + 谓语（动词） + 宾语。,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,G003,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,81,81,24,号码的读法,hàomǎ de dúfǎ,"Khi đọc số điện thoại, số phòng hoặc mã số, đừng đọc như một con số lớn. Hãy đọc từng chữ số một, giống như đánh vần bằng số. Trong mã số, 一 thường đọc là yāo để nghe rõ hơn; 二 đọc là èr, không đọc liǎng. Nếu có hai số giống nhau đứng cạnh nhau, vẫn đọc từng số một.",,号码中的数字为基数词的读法，不管有多少位数字，都要一个一个地读出数字。号码中的“一”常常读作“yāo”。号码中“二”要读作“èr”，不能读成“liǎng”。相同的数字要分别读出。,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E001,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,82,82,25,辨音辨调,biànyīn biàndiào,"Phân biệt âm, thanh điệu",,duō shì / túshū / jiè shào / xiě shā; qiāo mén / jiào rén / bù kè / bù kě; kèqi / kèqi / bùguò / bù guò,teacher_only,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E002,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,82,82,26,儿化韵,érhuà yùn,Vần có âm uốn lưỡi,,"yìdiǎnr, yíxiàr, chàdiǎnr, yǒudiǎnr, zhù nǎr, zhù zhèr, pángbiānr, hǎo diǎnr",teacher_only,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E003,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,82,82,27,“一”的变调,yī de biàndiào,Biến điệu của 一,,"yì zhī, yì běn, yì bǎ, yì wǎn, yí kè, yì jiàn, yí cì, yì piān",teacher_only,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E004,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,82,82,28,轻声,qīngshēng,Thanh nhẹ,,"bízi, sǎngzi, dùzi, kùzi, qúnzi, bèizi, běnzi; lèi ma, lèi le, è ma, è le, kě ma, kě le, lěng le, dìng le, xiě le, shuō le, duō le, pǎo le, kū le, xiào le",teacher_only,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E005,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,82,82,29,三声变调,sānshēng biàndiào,Biến điệu của thanh 3,,"qǐng hē, nǐ tīng, kěnéng, hěn téng, hǎo lěng, hǎo tīng, měihǎo, shǒubiǎo, hěn dà, kěpà, hěn màn, hǎokàn",teacher_only,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E006,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,82,82-83,30,多音节连读、声调搭配,"duōyīnjié liándú, shēngdiào dāpèi",Đọc liền nhiều âm tiết; phối hợp thanh điệu,,"记生词, 写汉字, 读课文, 听录音, 听音乐, 做练习, 去商店, 买东西, 看电影, 看电视, 打网球, 踢足球; xiānsheng, gūniang, gānjìng, qīngchu, shénme, shíhou, liǎngkuài, míngzi, nǐmen, wǒmen, zǎoshang, wǎnshang, zhège, dìfang, zhème, piàoliang",teacher_only,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E007,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,83,83,31,认读,rèndú,Nhận biết chữ Hán và đọc,,"找老师, 找同学, 找朋友, 找书, 找东西; 在家, 在学校, 在食堂, 在八楼, 在办公室; 我知道, 你知道, 他知道, 不知道, 知道吗",student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E008,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,83,83,32,回答问题,huídá wèntí,Trả lời câu hỏi,,Nǐ shì liúxuéshēng ma? Nǐ xuéxí shénme? Nǐ zhù nǎr? Nǐ zhù duōshao hào? Nǐ de shǒujī hàomǎ shì duōshao?,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E009,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,83,83,33,成段表达,chéngduàn biǎodá,Diễn đạt thành đoạn,,我去办公室找王老师，办公室的老师说，王老师不在，他在家呢。王老师住18楼1门601号，他家的电话是62931074。,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,E010,exercise,Bài tập,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,84,84,34,写汉字,xiě Hànzì,Tập viết chữ Hán,,写汉字：住、有、公、室、在、家、呢、知、道、电、话、号、手、机,student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,C001,appendix,Văn hóa bổ sung,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,85,85,35,常用电话号码：查号台114，匪警电话110，天气预报121，火警电话119，急救电话120。,,"Một số số điện thoại thường dùng ở Trung Quốc: tra cứu số 114, báo cảnh sát 110, dự báo thời tiết 121, cứu hỏa 119, cấp cứu 120.",,常用电话号码：查号台114；匪警电话110；天气预报121；火警电话119；急救电话120。,optional_student_visible,pending_review,,,2026-06-03T04:21:25+00:00
lesson-10,第十课 · 他住哪儿 · Bài 10 · Anh ấy sống ở đâu?,C002,appendix,Văn hóa bổ sung,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,,,36,常见数字谐音：520 = 我爱你；666 = 很厉害、很顺。,,"Một số con số thường gặp trong đời sống mạng Trung Quốc: 520 đọc gần giống “我爱你”, thường hiểu là “anh/em yêu bạn”; 666 dùng để khen ai đó rất giỏi, làm rất mượt, rất đỉnh.",,"Supplemental culture note, not from textbook page: 常见数字谐音 520 / 666.",optional_student_visible,pending_review,,,2026-06-03T04:21:25+00:00
