lesson_id,lesson_title,record_id,record_type,section,source_pdf,source_page,source_page_range,source_pdf_page,source_pdf_page_range,teaching_order,chinese_simplified,pinyin,vietnamese,english,word_type_vi,word_type_abbr,han_viet,sample_sentence_pinyin,sample_sentence_zh,sample_sentence_vi,raw_source_text,classroom_visibility,teacher_review_status,approved,notes_for_review,generated_at
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,V011,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,49,49,67,67,11,什么,shénme,"gì, cái gì",what,đại từ,代,thập ma,nǐ xuéxí shénme?,你学习什么？,Bạn học gì?,什么 (代) shénme (thập ma) what cái gì,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,V012,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,49,49,67,67,12,汉语,Hànyǔ,tiếng Hán (tiếng Trung),Chinese language,danh từ,名,Hán ngữ,wǒ xuéxí Hànyǔ.,我学习汉语。,Tôi học tiếng Hán.,汉语 (名) Hànyǔ (Hán ngữ) Chinese language tiếng Hán,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,V013,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,50,50,68,68,13,朋友,péngyou,bạn bè,friend,danh từ,名,bằng hữu,tā shì wǒ péngyou.,他是我朋友。,Anh ấy là bạn tôi.,朋友 (名) péngyou (bằng hữu) friend bạn bè,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,V014,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,48,48,66,66,14,名字,míngzi,tên,name; given name,danh từ,名,danh tự,nǐ jiào shénme míngzi?,你叫什么名字？,Bạn tên gì?,名字 (名) míngzi (danh tự) name tên,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,V015,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,48,48,66,66,15,叫,jiào,"tên là, gọi là",to be called; to call,động từ,动,khiếu,wǒ jiào Zhāng Dōng.,我叫张东。,Tôi tên Trương Đông.,"叫 (动) jiào (khiếu) to call; to name tên là, gọi",student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,V016,vocabulary,Từ vựng,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,48,48,66,66,16,认识,rènshi,"quen biết, nhận ra",to know (a person); to recognize,động từ,动,nhận thức,rènshi nǐ hěn gāoxìng.,认识你很高兴。,Rất vui được quen biết bạn.,认识 (动) rènshi (nhận thức) to know; to meet quen biết,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,T001,text,Bài đọc,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,46,46-47,64,64-65,13,"麦克：请问，你贵姓？
张东：我姓张。
麦克：你叫什么名字？
张东：我叫张东。
麦克：你是哪国人？
张东：我是中国人。你是哪国人？
麦克：我是美国人。
张东：你学习什么？
麦克：我学习汉语。你呢？
张东：我学习英语。","Màikè: qǐngwèn, nǐ guìxìng?
Zhāng Dōng: wǒ xìng Zhāng.
Màikè: nǐ jiào shénme míngzi?
Zhāng Dōng: wǒ jiào Zhāng Dōng.
Màikè: nǐ shì nǎ guó rén?
Zhāng Dōng: wǒ shì Zhōngguó rén. nǐ shì nǎ guó rén?
Màikè: wǒ shì Měiguó rén.
Zhāng Dōng: nǐ xuéxí shénme?
Màikè: wǒ xuéxí Hànyǔ. nǐ ne?
Zhāng Dōng: wǒ xuéxí Yīngyǔ.","Xin hỏi, quý họ?
Tôi họ Trương.
Bạn tên gì?
Tôi tên Trương Đông.
Bạn là người nước nào?
Tôi là người Trung Quốc. Bạn là người nước nào?
Tôi là người Mỹ.
Bạn học gì?
Tôi học tiếng Hán. Còn bạn?
Tôi học tiếng Anh.",,,,,,,,课文(一) 我学习汉语 full dialogue,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,G001,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,50,50,68,68,17,疑问代词“哪”用来询问具体的对象。你是哪国人？,"yíwèn dàicí ""nǎ"" yònglái xúnwèn jùtǐ de duìxiàng.","Đại từ nghi vấn ""哪"" (nào) — hỏi quốc tịch: 你是哪国人？",,,,,,,,注释: 疑问代词“哪” — 你是哪国人？,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,G002,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,50,50,68,68,18,疑问代词“什么”用来询问不确定的事物。你叫什么名字？你学习什么？,"yíwèn dàicí ""shénme"" yònglái xúnwèn bù quèdìng de shìwù.","Đại từ nghi vấn ""什么"" (gì) — hỏi tên: 你叫什么名字？ hỏi ngành học: 你学习什么？",,,,,,,,注释: 疑问代词“什么” — 你叫什么名字？你学习什么？,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
lesson-06,第六课 · 我学习汉语 · Bài 6 · Tôi học tiếng Hán,G003,grammar,Ngữ pháp,Giáo trình full/[hanka.edu.vn] - GT Hán Ngữ 1 (Tập 1 - Quyển thượng).pdf,50,50,68,68,19,动词谓语句：主语 + 动词 + 宾语。我学习汉语。他认识张东。,dòngcí wèiyǔ jù: zhǔyǔ + dòngcí + bīnyǔ.,Câu có vị ngữ là động từ (S+V+O): 我学习汉语 = Tôi học tiếng Hán.,,,,,,,,注释: 动词谓语句 — 我学习汉语。他认识张东。,student_visible,pending,FALSE,,2026-06-04T08:00:00+00:00
